,business_id,stars,gc_Number,gc_Street,review_count
326,jslGoWrJQtpC1UgEve0YgA,3.5,1205.0,Thomas Ave,109
327,AuIiqDeL65kczmiFSkAWrA,3.5,4400.0,Sharon Rd,313
328,x6n14NifL1K1-kimB83GVA,4.5,3609.0,S Bv,142
329,s8OLoPfOpB0FbK5frI3CkQ,3.0,1212.0,Pecan Ave,459
330,v4HpZFOU3mvIeuHLRSIi7g,4.0,12542.0,N Community House Rd,206
331,A7-RwaxEEonk7vvhHrJr_g,4.5,1016.0,N Davidson St,102
332,1bXC3NewRsBL1gecvGXA-g,3.5,1801.0,Commonwealth Ave,153
333,2S6p5ICNswz_EdgcZk76qQ,4.0,1505.0,Montford Dr,315
334,aqszoKRB4Ol9bpemt0_-GQ,3.5,214.0,N Tryon St,138
335,v5kZsm1p6N2N3fwtxm3FHg,4.0,5110.0,Park Rd,104
336,64gtZKZL3gA_CO2zJwvSog,1.5,5501.0,Josh Birmingham Py,171
337,LpAdf_z1A9REhTQjr1B4cA,3.5,4335.0,Barclay Downs Dr,141
338,rLyJUCwMM1POt7RnFnSASg,4.0,100.0,W Trade St,142
339,OYB1niC3P2qP8Jf0bigB7A,3.5,2109.0,S Bv,102
340,TxQBdyDktZSk1KVTWh71dw,4.0,1511.0,East Blvd,283
341,npWIa3dIPEV1MTaZNq6AUA,4.0,7716.0,Rea Rd,284
342,U3kygJOTlTQFlfaZS7sQjA,4.0,1524.0,East Blvd,363
343,foD6m1lhxAAfNEHdUbBpOA,4.5,1542.0,Lilac Rd,146
344,TLWZK8NIpn4zI4_yut-q6Q,4.5,2102.0,S Bv,286
345,ZMEax9auuGMUPqxl2D3kLA,4.0,9510.0,University City Blvd,270
346,SzlzAjBwFcdbOwRPjNxaxw,4.0,12239.0,N Community House Rd,180
347,6HMwB2wCKezd7aKzQd5asA,3.0,8662.0,J W Clay Blvd,121
348,c24ZZshnU3sKqHQF8K_7Yg,4.0,417.0,S Tryon St,127
349,6lovZEiwWcRYRhyKd94DRg,3.5,7804.0,Rea Rd,170
350,99j5vhhtFJIefXDLsmA29Q,4.5,10620.0,Providence Rd,302
351,iAD5r5vNOzc1AP6UA5yFiQ,4.0,8200.0,Providence Rd,131
352,iYT30UPGmLdmTRaAKz0Vvw,4.5,11312.0,N Community House Rd,165
353,1FlIbmN4aNJuXsGK0shnfQ,3.5,704.0,S Sharon Amity Rd,289
354,qVVjbYR0LIfJuIIzgPMTuw,4.0,6801.0,Northlake Mall Dr,181
355,c-l4nDPZcEwapEiV-Xf08w,4.0,11508.0,Providence Rd,231
356,J3_FTjy9LAtTtoW_cLwPxg,4.0,4201.0,Park Rd,300
357,h6f3QbR0n0fpS2Tu9MJJTw,4.0,8314.0,Pineville-matthews Rd,316
358,Nk2gNrMDZa9_7gmT3W-zjQ,3.5,2025.0,E Arbors Dr,104
359,aO1gAp41n8w8zpxTiHdLNA,3.5,214.0,N College St,840
360,mOMeDQB8NjdBTTzKtikAYg,4.0,1601.0,Montford Dr,287
361,jYqOPpSmtKbKzf0Z_g-Oyg,3.5,7930.0,Rea Rd,233
362,fepCIbejv-Kxs6SE6u-_uA,4.0,227.0,W Trade St,117
363,SUqac8vBnv2nWAJzSx0r1g,4.0,435.0,E Trade St,133
364,QnCBkwWiu19YPNnSDyF6eA,4.0,7323.0,E Independence Bv,139
365,aIJqDWUt10iS45zYCr0KcQ,3.5,324.0,East Blvd,266
366,AAekuF59Qr84gAh18o9njg,4.0,1404.0,W Morehead St,169
367,_PcRyvbZmVQvlS5uORDGVA,3.5,203.0,E 4th St,205
368,nEQFnHydeX2A3bRRDAKqQg,3.5,4310.0,Sharon Rd,210
369,CSamwh_y3gOSg0Z7tyfJpw,3.5,1231.0,E Bv,156
370,NMO1hExBvamoZ9RKEVNcYg,3.0,200.0,S Tryon St,221
371,yMopev-RPxfEXgqkJOvCGA,4.0,1800.0,E 7th St,642
372,cy3Or8iSsDOmHBBu2MwnOg,3.5,6401.0,Morrison Bv,110
373,FB2iUwS4-LMLBQVyLZmZfQ,3.0,15111.0,John J Delaney Dr,145
374,ibWJKyFwzm3K2UHSlc8EGA,2.5,1100.0,Metropolitan Ave,101
375,0DaSqjKtm8JJEv2nmL4cgw,3.0,5501.0,Josh Birmingham Py,120
376,K5sUVFSGFEZosixSXgx5sw,3.5,1605.0,E Woodlawn Rd,123
377,D-RQsQjEVI_w-KC7iDJd5Q,4.0,1411.0,Elizabeth Ave,157
378,Z072pEHdos2Gjj3nMdR6uA,4.5,208.0,N Tryon St,173
379,NOdSt1Ku8s272TIT9TNzgA,2.0,3425.0,David Cox Rd,102
380,3ma_7W3vZSD2fd6EosN3yQ,3.5,2006.0,S Bv,168
381,7mgNBuU68N5fzdG3JxN1XQ,4.0,3130.0,Driwood Ct,149
382,8_9384WM1gO0YP1MjLqOqQ,3.5,128.0,Brevard Ct,115
383,H9a6IRS0edhW343Y2kXSSA,3.5,1812.0,S Bv,384
384,bc3qgRXb8mln0CGgUCTdug,4.0,1535.0,Elizabeth Ave,112
385,YpLGfYXBqMhPDxjuq1GZuQ,4.5,2229.0,N Davidson St,162
386,F1odkZWmcXGylij8HjRq6Q,4.5,,I 277,336
387,x0Ec6gz07SBnWrBOQLisiA,4.0,4125.0,Park Rd,256
388,HDv-KchmLSlRr5MXxRkNqQ,3.5,401.0,Providence Rd,176
389,22MYhTXwSXaS4rW2VOrR-w,4.5,5033.0,South Blvd,440
390,PdCxX1QJnlBkvnG9fFjWYg,4.0,2001.0,E 7th St,248
391,IDIjbLpatjS3gSnliPxtoA,4.5,217.0,Southside Dr,160
392,Rjkda__H64ILwIvaccVyLg,4.0,100.0,West Blvd,230
393,1_jvFRQjcRVfd9LdOLvI8A,3.5,204.0,N Tryon St,287
394,ZdqiRrUik1GWAcMWb2iBdw,4.0,100.0,W Trade St,116
395,sEeV71wQBgNM8ipdfHszkw,4.0,4245.0,Park Rd,196
396,yBmDNVdEzW1ARUXYlKACIw,4.5,2001.0,Cleveland Ave,120
397,WLCdg4ib7-_7b8epoXRjAw,3.0,2001.0,E 7th St,124
398,TZmMsbw5TbRqv8rmKj_aGg,4.5,2007.0,Commonwealth Ave,223
399,trodK1jXLGIn5qjJCooIpQ,4.0,6601.0,Morrison Bv,297
400,NvyjzqSF55Ghe3GrIIYEcw,3.5,1801.0,Scott Ave,110
401,ZGaW5a7wxXxUgGTtbFqNxg,4.0,5011.0,S Bv,199
402,rS39YnrhoXmPqHLzCBjeqw,3.0,200.0,E Bland St,171
403,SHFlELFcEcAOJv_fTAKChQ,4.0,118.0,W 5th St,573
404,WvC9K0ZEOTbR7fh-LNe5_A,3.5,2400.0,Park Rd,300
405,sH9aI3xg-POBMp8R-kSQZg,3.5,8128.0,Providence Rd,118
406,ie8F4cL15JQi8cZVY78xRA,3.0,527.0,S,129
407,VwvIq1dyWje3j1i7lp-8sA,3.5,3544.0,Sharon Rd,155
408,a0Jm-rlHOKk_1fm4hzxskg,4.0,10719.0,Kettering Dr,157
409,Ac52FTELfKifOWT4WOafpQ,3.5,206.0,N College St,202
410,jcasci3gjbsSuTEVzvDQKg,4.0,616.0,Cherry St,446
411,0GS6_96ld7mdEfgKhoDliA,3.0,1518.0,Montford Dr,144
412,E0HOsxXZ_o6ocemK57BoWA,3.5,11126.0,S Tryon St,283
413,yvNYymtQ_IOUowEb63c5hw,3.0,521.0,N College St,174
414,3PsmvwxetLz1Tzb-6mNhgA,3.0,10325.0,Perimeter Py,203
415,80omysuPKac8zn1PfRnQRQ,4.0,8470.0,Bellhaven Bv,227
416,kzdbkojvhf49MGyheAncOw,4.0,5002.0,Elizabeth Rd,128
417,bpK5y21d-i74v-1ID2uAGQ,3.5,121.0,W 6th St,103
418,R2gNwPARX31w68wjhuJ0zw,3.5,1100.0,Metropolitan Ave,126
419,ZirBQMRrUeLd_wX_LaEHOw,4.5,445.0,W Trade St,106
420,bgvm73MMjC2f5qo_RgXOXg,4.0,121.0,Levine Avenue Of The Arts,266
421,HwV2hQr7fbpiG8wODWJQ1w,4.0,7340.0,Smith Corners Bv,148
422,dk7VpR5Xh7t28U99ASZz7A,3.5,500.0,S College St,132
423,Un0QXKDscxlI_yi3u14ALA,3.5,5501.0,Josh Birmingham Pkwy,181
424,l3jXlEDlVfKj_ECpU7tobA,3.5,601.0,S Cedar St,225
425,MrSHPvHVdE_VzVN7iRz45Q,3.5,210.0,E Trade St,319
426,FTKxYJj7d5u3GiEHG5cQSQ,2.0,400.0,E Martin Luther King Jr Bv,160
427,FA-FJyVkMsgsLsoQWe4QFg,4.5,1500.0,E 3rd St,113
428,WdBWhGe4Siqg3IYTc4_K4A,3.0,8650.0,University City Blvd,109
429,QCUjHPu7OF_bqfjnehlQaQ,3.5,2839.0,Selwyn Ave,175
430,yWUBX9Pe6pzh1PjVj04UmQ,4.0,1626.0,E Bv,470
431,MYnD-mEnOXNqrfIT2GeZqA,3.5,210.0,E Trade St,168
432,vBNM4NEBuO66Hk5yO797eA,4.0,2718.0,Monroe Rd,207
433,rb4d1_OtpVD91J5NDp4Y3w,4.0,2000.0,S Bv,223
434,yf6lJ_zhJwawObRMS1OKdg,4.0,1721.0,N Davidson St,141
435,GphWJgfK5nrLuBdOljrqKw,3.5,221.0,E Martin Luther King Jr Bv,134
436,gChmBjLSe3qa8rzEngoDLQ,3.0,222.0,S Caldwell St,601
437,ghKN6NeyIBn9xxS0fO7SQQ,3.5,2900.0,Wilkinson Bv,139
438,I6Xa5eF9Jv9VM6ms_dkY8A,4.0,8400.0,Park Rd,228
439,VvXI3pyUFl1MAimZsX5RrA,3.5,16721.0,Orchard Stone Rn,119
440,UzsXZoePcmt6RWo00qNNAw,3.0,201.0,S,325
441,hVLFDDA31wYm3Jjz3w74GA,3.5,14015.0,Conlan Crk,240
442,ICUCAzUZFiWkYs7iCtNCQg,4.0,311.0,East Blvd,343
443,QvxBnMcBPP1z_NAIYCqqdA,4.5,3106.0,N Davidson St,520
444,n-K5Mp3DraFcclNXyTdMvQ,4.5,1941.0,E 7th St,118
445,qC9ivAdl47BcZdlbW7ffLg,3.0,9935.0,Rea Rd,114
446,the19uDwR-41n8x861F7Hg,4.0,1716.0,Kenilworth Ave,186
447,80TTAvMtRsPPFtFFnXgskA,3.5,11324.0,N Community House Rd,136
448,Ch7NAhB_MWSDwcNbcptEKg,4.0,327.0,S Tryon St,438
449,fqMAnoS2sTokz6lqBSmoCw,3.0,2433.0,S Bv,303
450,aZG9Hp8fdgzq37iuB1QTYg,3.5,14401.0,Carowinds Bv,338
451,9h2W6JBWILS_RwlpIBSEig,4.5,5346.0,Docia Crossing Rd,147
452,VH3WA7a-OVzFj2K_SP4BIw,4.0,141.0,W Trade St,511
453,LIvXzdMJrIb6IY5Y3tqicA,3.5,1714.0,South Blvd,296
454,_5UAFrD3EDgJO1aZgRxH7w,4.0,1614.0,Camden Rd,361
455,c4KXpCou6HBOgfKp2z2_hw,3.5,14815.0,Ballantyne Village Way,354
456,RcB7STNxoSDjtoK1pXgWBg,4.0,14815.0,Ballantyne Village Way,302
457,u2NsBZp8Se_65rs6ydI0NQ,3.5,6654.0,Carmel Rd,127
458,gGt00WW8sNY2Sop7jYa7Tw,4.0,1301.0,East Blvd,363
459,MQEpDvkdL39hh1N0We3Vaw,2.5,205.0,E Bland St,376
460,eAZqT24e0Pk8apWzy3RsAQ,4.0,4630.0,Old Pineville Rd,519
461,10tJuB_YkVQWuk4PtoI7iA,4.0,1427.0,E 10th St,268
462,WnLhd38sH80ViWwzyF7yoA,4.0,1600.0,E Woodlawn Rd,159
463,QH2OSulslnQ7Yn8Xs81SPg,4.0,3120.0,N Davidson St,211
464,cMHgw40ldvUBxTYNeZjHQg,2.5,5475.0,Josh Birmingham Py,172
465,XgRljuEUyaHBKIpIz-PRAA,4.5,2001.0,E 7th St,544
466,NcyEhCGBmPxyNROy0mLsFQ,3.5,107.0,N,205
467,pWLt6ID1HiMOp9QLNeuvIQ,4.0,4223.0,Providence Rd,143
468,AHosGBveeXx9YjsQvdJgeg,4.0,201.0,S,124
469,Csa0t9l6CvM2oeZLgFC6Iw,3.5,8500.0,Pineville-matthews Rd,101
470,hUu5im-iTpOvRHtqiuu_dg,3.5,5501.0,Josh Birmingham Py,214
471,tbeyonV9fwKRf1jFZ4dfqw,4.5,400.0,E Martin Luther King Jr Bv,150
472,R_epGBO7Cr1M0Ftc0JKV7w,3.5,15023.0,Santa Lucia Dr,118
473,V_VQ9BgbLEzL9mPLQQlc6g,3.5,1101.0,Central Ave,103
474,wiEQrYSNofc10q7Pm26b0w,4.5,1515.0,S Tryon St,186
475,yIxP32hWfZm5gyYUUh2WBA,3.5,1823.0,Cleveland Ave,139
476,Uftnd7njdHNFxhz_6rpUrA,4.0,117.0,E 5th St,341
477,#NAME?,4.0,1408.0,E Bv,333
478,IGxxnH4Q2S2y_ZdFFW469w,4.5,2900.0,Griffith St,148
479,QalBgQ2z_Fc83xFGG6CgLg,4.5,201.0,E Trade St,125
480,TJwMIZiGB2FA5bJvn444EA,4.0,200.0,N Tryon St,204
481,f12Zv1B9crmSW58iyTR_mA,4.0,12410.0,Johnston Rd,271
482,H-PmFfqAzQtWTS0XeWC_lw,4.5,9816.0,Rea Rd,188
483,1WtUgLhdBdQ39aBvEUbsnw,3.5,1308.0,The Plz,233
484,tInrGCzll4k9hF34Ye1rvQ,4.0,139.0,S Tryon St,424
485,9BBWtaSvsootDkKTVBgv_A,3.0,2305.0,Westinghouse Bv,103
486,QjL_QaEJGRfyBS2-wuowGA,4.0,230.0,S Tryon St,105
487,NbrXg59fYR3MoeXdeAIQIQ,3.5,1930.0,Camden Rd,286
488,D2ojX9bvE0_-aIj9BhdZZA,4.0,300.0,East Blvd,607
489,rqjhez-ulSyMkr7lMGJwFA,3.0,165.0,E Martin Luther King Jr Bv,190
490,qg0NWVUNFUG7fiviqzBZbg,3.0,3415.0,Toringdon Way,123
491,WAmCIDi3qn2VI7OUqZfjYQ,3.5,3221.0,N Davidson St,133
492,YCq8VGDRHO3JkiyUzQbyIw,3.5,14027.0,Conlan Cir,149
493,DjNdyATYYyHexZuUy54g2A,2.5,16715.0,Orchard Stone Rn,120
494,aBLx9JlAMq_AuW6VAImSwg,3.5,1601.0,Central Ave,561
495,NwktF1sJ92KOQ434geNRoQ,3.5,120.0,W Trade St,113
496,HtObLsspK0xIXfNPb7eUmA,3.0,14126.0,Rivergate Py,131
497,YxwxKqemcKwV4vIQXhVv_w,4.5,141.0,Brevard Ct,192
498,796J51vX9eu6BONfDBQMzw,3.5,13735.0,Conlan Crk,196
499,QAHqplESgDUGgih45W9J-g,4.5,1116.0,Metropolitan Ave,310
500,iiuXldyDVwgtmFwo_pxSAg,2.5,2132.0,Ayrsley Town Blvd,144
501,ZX9eujPNUxqWEWYdr4Ulqg,4.0,1531.0,E Bv,146
502,GmSomk7UiPR64MFUs0rp2Q,3.0,210.0,E Trade St,109
503,WbJ1LRQdOuYYlRLyTkuuxw,4.0,1820.0,S Bv,1294
504,ES0ijQ-KlNPUoXl4tK1tDQ,4.0,4400.0,Sharon Rd,199
505,JM9GL7hbCqwsJdRGw-ef4g,3.0,3920.0,Sharon Rd,120
506,RMzjD_LpED02tGGafX0RBw,4.0,11212.0,Providence Rd W,132
507,3Ui-76sC9_fNs2gu8ISAMw,3.5,215.0,E 6th St,133
508,n_rEQNgsCOLNfMzGqFhn1g,3.5,6666.0,Carmel Rd,127
509,Cbr_THdFrhePgJoqQ9X6gQ,4.5,3000.0,Central Ave,200
510,YXa0A7aXV9wWNR0qJVVSDg,4.0,15111.0,John J Delaney Dr,317
511,aE-02jgBVhV56x0kbfvSIA,4.5,720.0,Governor Morrison St,352
512,boug058JCnbFkQp-K_fXQA,4.0,222.0,S Tryon St,167
513,NwWYSYGHFyHQMmsXu0SiYA,3.0,1510.0,W Morehead St,169
514,SXgVJz5aIvbeCXWvg0ZuNg,3.5,1600.0,Central Ave,143
515,74Ev0iqPnrmh4i7Wj4PMOw,4.0,7822.0,Fairview Rd,101
516,viuM2vdATRCxI-wqlBHytA,3.5,,I 485,206
517,lwKOu5qHzCieui87LGrdRg,4.5,4215.0,Stuart Andrew Blvd,144
518,1j-DEipQoZHlj2UYSaoGWQ,4.5,2903.0,Central Ave,123
519,wJnhUJCOYkncLPZAwaMffA,4.0,112.0,S Tryon St,245
520,V1cWGBZLQLyIiyo0iUOnyg,4.5,240.0,E 7th St,447
521,hSKL-eAU_9rEyA3qmm8l-Q,4.0,8706.0,Pineville-matthews Rd,169
522,6hZgMg9rnDCC0RBVRlkZwQ,4.0,8342.0,Pineville-matthews Rd,324
523,YOy1tOiMMOkrCQ4mO2i3eQ,4.5,8332.0,Pineville-matthews Rd,337
524,SEEy7DKuVbgw4Rai2BqEEQ,4.5,8316.0,Pineville-matthews Rd,125
525,o2O4qWlo4O0aI5oEZsUHBQ,3.5,14815.0,Ballantyne Village Way,144
526,ZxpPgeTiRCPOWMuKeqMsbA,4.0,2824.0,N Davidson St,104
527,uOWWk2duBzNao8fiQFWkJQ,3.5,6420.0,Carmel Rd,118
528,gblFg_GOg8OTPEO2sbCHhg,1.5,105.0,S Tryon St,115
529,AY4qBdRtkShnjiPTdlxw_A,3.5,16637.0,Lancaster Hy,325
530,IE0QRqaUSW51RmShZ9dX1Q,4.5,521.0,W 6th St,153
531,XagMSw5tADQbNSx0IM7TaA,4.5,330.0,E Bv,195
532,M10n-ivjDkkdLaxIYNafFQ,3.5,281.0,E 6th St,326
533,Xg7Gt8vlSPxSypDQQSVsAA,3.5,1820.0,Sardis Rd N,146
534,E0TK141YMBP0LBknhVKEqw,4.0,3116.0,N Davidson St,349
535,c6-5RCj8FtV-m1aHz4wnmQ,4.0,5221.0,South Blvd,205
536,8nmjvYX4N67cxOsGfbEgjg,2.5,210.0,E Trade St,407
537,YzMUZjUMcgI-NSGu48-nIQ,3.5,1710.0,Kenilworth Ave,157
538,zFnPRtP7LGvr3sfxvy_dfg,3.5,3228.0,N Davidson St,223
539,38OrCpBBQG-dzhxfXrFQWQ,4.0,4009.0,South Blvd,153
540,H9NhLNwB9diQtZbi8K4GQw,3.5,2130.0,E Arbors Dr,135
541,BToSTEiaK94G3h5_XROEcA,4.0,1923.0,Westinghouse Bv,139
542,RVQE2Z2uky4c0-njFQO66g,4.5,1401.0,Central Ave,1370
543,KEGLWeFAWXvo0W2LnujhtQ,4.5,3019.0,Shamrock Dr,320
544,Fxgvku1h-G2UnNMdFBhWbw,3.5,4540.0,S Bv,104
545,sVoeqb0-JCf82n4z9cUJLA,3.5,1412.0,East Blvd,105
546,YAJzBGvqT3dT_qAg6u8E1A,4.5,1524.0,East Blvd,349
547,1hfYBwAI7pFz50l5n4JpqQ,4.5,1200.0,E 36th St,134
548,0D6NKcLzVfQ3RcEPySmzDw,3.5,12806.0,S Tryon St,118
549,byX9dKMcLA1CDdf3UeHDFg,4.0,237.0,N Tryon St,212
550,EyPDvFnc8Jh1kAZZMHoApQ,4.5,14318.0,Rivergate View Dr,112
551,wDfz8ap9xWzj46mtNDcT9A,4.0,4398.0,S I - 85 Svc Rd,271
552,o_73vrhXGy07nUWxn5q58A,3.5,9711.0,Northlake Centre Py,133
553,IIUK1lz_1upqYtHu8ZuClA,4.5,704.0,W Trade St,198
554,Qsg-2Coum0ccbXuJWDwZqA,4.5,4901.0,Ashley Park Ln,262
555,vMKQaR8bI2saI7rz8H5MYg,4.0,3205.0,N Davidson St,183
556,5q6Xh-UcJa78bp6dzyaE7w,4.5,1710.0,Kenilworth Ave,416
557,JQ4E1Im1dHMpDa1s4vJMoQ,3.5,7128.0,Albemarle Rd,198
558,wArcCMVnrl_tc9MULW-0CQ,3.5,2909.0,N Davidson St,559
559,4O5YJJz4Tq51UcrTLT-7sw,4.0,1531.0,E Bv,137
560,4cWrtMvfj-tomyEPgP7KFg,4.5,901.0,S Kings Dr,130
561,o5QDrg_kb4hgsWxV6cV_Uw,4.0,4247.0,Park Rd,545
562,ZCsvwa_dsqNB8d8tYHPdjw,3.5,4151.0,Park Rd,150
563,nmOJhPW62nCiuXHJuWooIg,3.5,333.0,E Trade St,153
564,uZLt76BL4_4A-T6501ugnQ,4.5,2215.0,Ayrsley Town Blvd,103
565,3CG7oBD_k85M8jJ_JlhL-A,3.0,1205.0,Thomas Ave,292
566,iyFS4twFjCKfaKl7kUl3sg,4.0,2127.0,Ayrsley Town Bv,253
567,8PaRm2RznnwWaouI5Dj1AQ,3.0,6801.0,Northlake Mall Dr,103
568,n5wZxYrle8ROuK-Saq-yyw,4.0,1724.0,Abbey Pl,103
569,6Pbrq60mA56WQU7SENbG0g,4.5,11835.0,Bridgehampton Club Dr,130
570,1NmGVWYlF4iMngM6arKJTQ,4.0,7211.0,E Independence Blvd,104
571,CrPm7Rby304RmpFgmIBdUQ,4.0,1807.0,Montford Dr,115
572,YURN6bVsqRfPElrMlef4nQ,4.5,3123.0,N Davidson St,140
573,QReGruZEFxovIm9FJVa1kw,4.0,116.0,Middleton Dr,116
574,_a8vCw5cxt1vhN-HbgNGuw,3.5,512.0,Brandywine Rd,229
575,nPJqwNZWIxHd-vfE-E3XQQ,3.5,3607.0,Whitehall Park Dr,121
576,QEgfK_TKY8bwK-YzKDdkGw,4.5,1037.0,Providence Rd,140
577,e9sB72njxz87r5TL6kG-Fw,4.0,116.0,W 5th St,488
578,t8V_P7ZzRrhDQoqeoGVahQ,4.5,324.0,N Tryon St,391
579,ApAzthiFRKuL-yJo1HMFvQ,3.5,911.0,E Morehead St,188
580,BJwBqOe8poLbpaC3gyj6yQ,2.5,500.0,S College St,108
581,avTIDv9lJHiNcg3mcwTxqg,4.0,10701.0,McMullen Creek Py,107
582,NI3xvN6p0qhvUkKirbKokA,4.0,4736.0,Sharon Rd,223
583,SgmcmNsJQ8IQ6balS_kotw,4.5,4500.0,Park Rd,116
584,ExtP8z3SVyut_RICc9i_DA,4.5,3419.0,Toringdon Way,227
585,bm_PGQMGMjylitqkNIEzTw,3.5,1148.0,Metropolitan Ave,415
586,eCeFBHucdjbZkJlry8EALw,4.5,521.0,W 6th St,135
587,Db3CfZWrtG33UZSs8Tdlsg,4.0,11112.0,S Tryon St,119
588,RNO7SRmfVi0CyXjtPhXELg,3.5,2820.0,Selwyn Ave,172
589,#NAME?,4.0,915.0,Hamilton St,164
590,LpyndkMvevIQA-JHoReHNw,3.5,5901.0,South Blvd,138
591,_2trMwFsh5-IqqEcQ-OLVA,3.5,2414.0,Sandy Porter Rd,270
592,ZBHXfX3vK-ck52UBEofV2w,3.5,2801.0,Selwyn Ave,101
593,kG0N5urz2lkPEBDPjqFR3w,3.0,901.0,S Kings Dr,146
594,ATMiPNPxN-g1ra7nar5prA,3.5,202.0,S College St,232
