,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
165397,"721 Governor Morrison St, Unit F-150","{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",IUffC7UMj76uy-H7C9MnMw,"Indian, Vegetarian, Restaurants, Vegan",Charlotte,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,35.1573997,-80.8242229,Tandur Indian Kitchen,South Park,28211,86,3.5,NC,35.157182,-80.824511,1,rooftop,721,Governor Morrison St,Charlotte,NC,Mecklenburg County,28211,US,NC Geographic Information Coordinating Council
165402,10030 Park Cedar Dr,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",NVL5CH3M-JyuBB2thpEfWg,"Counseling & Mental Health, Psychologists, Life Coach, Health & Medical, Career Counseling, Professional Services",Charlotte,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '10:0-14:0'}",1,35.092124,-80.86631,Access Counseling & NeuroTherapy,,28210,4,5,NC,35.092131,-80.866306,1,rooftop,10030,Park Cedar Dr,Charlotte,NC,Mecklenburg County,28210,US,Mecklenburg
165403,"601 E 5th St, Ste 220",,_NvNEbQpyCPGs5CswhZsfw,,Charlotte,,1,35.223731,-80.8364381,Community Link,First Ward,28202,3,3.5,NC,35.22369,-80.836457,1,rooftop,601,E 5th St,Charlotte,NC,Mecklenburg County,28202,US,Mecklenburg
165404,9717 Northlake Center Pkwy,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}",Tr8HVvntQVdq4sLjE2JeGg,"Flowers & Gifts, Shopping, Accessories, Shoe Stores, Bridal, Fashion",Charlotte,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '10:30-18:0', 'Sunday': '12:0-18:0'}",1,35.3476999,-80.8598705,David's Bridal,,28216,44,2,NC,35.347682,-80.859509,1,rooftop,9717,Northlake Centre Py,Charlotte,NC,Mecklenburg County,28216,US,Mecklenburg
165410,5101 Albemarle Rd,{'BusinessAcceptsCreditCards': 'True'},ZctI2OJeq2L959n0IxiVnw,"Oil Change Stations, Tires, Automotive, Auto Repair",Charlotte,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-17:0'}",1,35.201595,-80.7623449,Precision Tune Auto Care,Eastland,28205,8,4,NC,35.201602,-80.762311,1,rooftop,5101,Albemarle Rd,Charlotte,NC,Mecklenburg County,28205,US,NC Geographic Information Coordinating Council
165526,5309 E Independence Blvd,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}",exY7rgllbngZzr5j-rPMOg,"Beauty & Spas, Barbers",Charlotte,"{'Tuesday': '9:0-18:30', 'Wednesday': '9:0-18:30', 'Thursday': '8:30-18:30', 'Friday': '8:30-18:30', 'Saturday': '8:0-16:0'}",1,35.1876841,-80.7572552,Headlines Barber Shop,Eastland,28212,3,3,NC,35.187604,-80.757157,1,rooftop,5321,E Independence Bv,Charlotte,NC,Mecklenburg County,28212,US,Mecklenburg
165545,,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",IE0QRqaUSW51RmShZ9dX1Q,"Event Planning & Services, American (New), Food, Restaurants, Party Equipment Rentals, Caterers, Bartenders, Food Trucks, Party & Event Planning",Charlotte,,1,35.2326781,-80.8460822,TIN Kitchen,Third Ward,28202,153,4.5,NC,35.232638,-80.845859,1,rooftop,521,W 6th St,Charlotte,NC,Mecklenburg County,28202,US,Mecklenburg
165547,Uptown Charlotte,{'GoodForKids': 'True'},tPIsTXBQBukzN8kgNnv0uQ,"Festivals, Arts & Entertainment",Charlotte,,1,35.2243026,-80.8481642,Charlotte Pride Festival and Parade,Uptown,28202,5,4.5,NC,35.224555,-80.84806,1,rooftop,121,Levine Avenue Of The Arts,Charlotte,NC,Mecklenburg County,28202,US,Mecklenburg
165592,"3351 Pineville Matthews Rd, Ste 200",,tyWfgzcHo9AvEXiNKh6x-A,"Shopping, Mobile Phones",Charlotte,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '12:0-18:0'}",1,35.09606821,-80.78558443,T-Mobile,Arboretum,28226,3,3.5,NC,35.096105,-80.785638,1,rooftop,3351,Pineville-matthews Rd,Charlotte,NC,Mecklenburg County,28226,US,Mecklenburg
165599,"3025 Springbank Ln, Ste 250","{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Nc_WXVXxfJYAcPg5TCoNRQ,"Health & Medical, General Dentistry, Cosmetic Dentists, Dentists, Orthodontists",Charlotte,"{'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0'}",1,35.1013323,-80.7795892,Imagine Dentistry,,28226,6,4,NC,35.101337,-80.779536,1,rooftop,3025,Springbank Ln,Charlotte,NC,Mecklenburg County,28226,US,NC Geographic Information Coordinating Council
165600,"7524 Quail Wood Dr, Ste A",,tH21TY2EpADaFmF_x4WzkA,"Auto Glass Services, Automotive",Charlotte,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}",1,35.1180475,-80.8247662,Eagle Auto Glass,,28226,4,1,NC,35.118068,-80.824813,1,rooftop,7524,Quail Wood Dr,Charlotte,NC,Mecklenburg County,28226,US,NC Geographic Information Coordinating Council
165601,7601 Pineville Matthews Rd,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}",z_PVRUlhN2lOwVn1RhV6fA,"Shopping, Shopping Centers",Charlotte,"{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}",1,35.086593,-80.847493,Carmel Commons,,28226,3,4.5,NC,35.0866,-80.847497,1,rooftop,7601,Pineville-matthews Rd,Charlotte,NC,Mecklenburg County,28226,US,NC Geographic Information Coordinating Council
165628,"200 S College St, Ste 500","{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",IEf7QVvtwKOKsm8tEpUNCw,"Doctors, Health & Medical",Charlotte,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}",1,35.2252325,-80.8438767,Mecklenburg Medical Group,Uptown,28202,27,2.5,NC,35.225401,-80.843954,1,rooftop,200,S College St,Charlotte,NC,Mecklenburg County,28202,US,Mecklenburg
165643,115 E Park Ave,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",4X6uteFlmeSYRXCn2yhPUg,"Beauty & Spas, Hair Salons",Charlotte,"{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-17:0'}",1,35.214508,-80.856494,Theory Salon,South End,28203,10,5,NC,35.214498,-80.856425,1,rooftop,115,E Park Ave,Charlotte,NC,Mecklenburg County,28203,US,Mecklenburg
165644,"1900 South Blvd, Ste 304",,PYcHCk7aA4jsqcltADPUWA,"Professional Services, Graphic Design, Advertising, Web Design, Marketing",Charlotte,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0'}",1,35.21104064,-80.85942329,Alter Imaging,South End,28203,3,3.5,NC,35.211007,-80.859319,1,rooftop,1900,S Bv,Charlotte,NC,Mecklenburg County,28203,US,Mecklenburg
165672,4336 E Independence Blvd,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",pe20N--YSUZlKYa-WaSfJA,"Buffets, Chinese, Japanese, Restaurants, Sushi Bars",Charlotte,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}",1,35.1972547,-80.7693723,China Buffet,Eastland,28205,76,3.5,NC,35.197266,-80.769442,1,rooftop,4336,E Independence Bv,Charlotte,NC,Mecklenburg County,28205,US,Mecklenburg
165673,"1409 E Blvd, Ste 11A","{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3'}",ZaCTk86AMZk9OXoxOid7qg,"Food, Local Services, Food Delivery Services, Couriers & Delivery Services",Charlotte,,1,35.2012284,-80.8429422,Citywide Courier Service,Dilworth,28203,3,2.5,NC,35.20121,-80.843004,1,rooftop,1409,E Bv,Charlotte,NC,Mecklenburg County,28203,US,Mecklenburg
165674,330 East Blvd,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",XagMSw5tADQbNSx0IM7TaA,"Bookstores, Cards & Stationery, Arts & Crafts, Jewelry, Event Planning & Services, Gift Shops, Flowers & Gifts, Shopping, Books, Mags, Music & Video",Charlotte,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}",1,35.2099837,-80.8557118,Paper Skyscraper,Dilworth,28203,195,4.5,NC,35.209896,-80.855798,1,rooftop,330,E Bv,Charlotte,NC,Mecklenburg County,28203,US,Mecklenburg
165675,5501 Josh Birmingham Pkwy,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True'}",k0JTy2dk7itZpDFcnMPVoQ,"Food, Specialty Food, Chocolatiers & Shops",Charlotte,"{'Monday': '7:30-22:0', 'Tuesday': '7:30-22:0', 'Wednesday': '7:30-22:0', 'Thursday': '7:30-22:0', 'Friday': '7:30-22:0', 'Saturday': '7:30-22:0', 'Sunday': '7:30-22:0'}",1,35.22073558,-80.94319188,Rocky Mountain Chocolate Factory,,28208,5,5,NC,35.221126,-80.943066,1,rooftop,5480,Josh Birmingham Py,Charlotte,NC,Mecklenburg County,28208,US,Mecklenburg
165676,1610 Ashley Rd,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",VCqlP9aEIFe7vfgXWpZs3g,"Chinese, Restaurants",Charlotte,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '12:0-21:30'}",1,35.2399323,-80.8980452,Cottage 2,,28208,10,2.5,NC,35.240156,-80.898118,1,rooftop,1620,Ashley Rd,Charlotte,NC,Mecklenburg County,28208,US,Mecklenburg
165677,3115 Freedom Dr,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",B_y4288-oF7Am9KnkqjQTg,"Coffee & Tea, Food, Coffee Roasteries",Charlotte,"{'Monday': '6:0-17:0', 'Tuesday': '6:0-17:0', 'Wednesday': '6:0-17:0', 'Thursday': '6:0-17:0', 'Friday': '6:0-17:0', 'Saturday': '7:0-16:0', 'Sunday': '7:0-16:0'}",1,35.242052,-80.889432,CupLux Coffee Drive-Thru,,28208,42,5,NC,35.242059,-80.889436,1,rooftop,3115,Freedom Dr,Charlotte,NC,Mecklenburg County,28208,US,NC Geographic Information Coordinating Council
165685,"10310 Feldfarm Ln, Ste 200","{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True'}",rpR8Z8pqV9xeaCGfKZklrA,"Skin Care, Beauty & Spas, Massage",Charlotte,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-16:0'}",1,35.094169,-80.864757,Lighten Up and Face It,,28210,4,5,NC,35.094032,-80.864955,1,rooftop,10320,Feldfarm Ln,Charlotte,NC,Mecklenburg County,28210,US,NC Geographic Information Coordinating Council
165723,"401 East Blvd, Ste 110","{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2'}",1wVLzzqzEBBs15vyyhI8qA,"Massage, Active Life, Beauty & Spas, Fitness & Instruction, Yoga",Charlotte,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}",0,35.210135,-80.855023,Clear Thai Yoga Massage and Bodywork,Dilworth,28203,5,4,NC,35.210142,-80.855026,1,rooftop,401,East Blvd,Charlotte,NC,Mecklenburg County,28203,US,NC Geographic Information Coordinating Council
165738,5301 E Independence Blvd,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",dIH6PTnGqqAP2FCqb3l25A,"Adult, Shopping, Lingerie, Personal Shopping, Adult Entertainment, Fashion, Nightlife",Charlotte,"{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '13:0-21:0'}",1,35.1872459,-80.7586403,The Reddoor,Eastland,28212,4,5,NC,35.187255,-80.758653,1,rooftop,5301,E Independence Blvd,Charlotte,NC,Mecklenburg County,28212,US,NC Geographic Information Coordinating Council
165752,"1315 East Blvd, Ste 180","{'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",UAilrqMxp5N9etpwezsR2A,"Beauty & Spas, Men's Hair Salons, Hair Salons, Hair Removal, Waxing, Barbers, Massage",Charlotte,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '9:0-18:0'}",1,35.20215962,-80.84435464,Shear Excellence,Dilworth,28203,73,5,NC,35.202149,-80.844318,1,rooftop,1721,Kenilworth Ave,Charlotte,NC,Mecklenburg County,28203,US,Mecklenburg
165767,2544 Lucena St,{'BusinessAcceptsCreditCards': 'True'},Lv1A4T-oRooV6hVrPJsQ1w,"Automotive, Body Shops, Auto Repair",Charlotte,"{'Monday': '8:0-17:30', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30', 'Saturday': '9:0-15:0'}",1,35.254317,-80.825887,Deluxe Paint & Body Works,North Charlotte,28206,5,3.5,NC,35.254324,-80.825891,1,rooftop,2544,Lucena St,Charlotte,NC,Mecklenburg County,28206,US,Mecklenburg
165772,"2540 W Arrowood Rd, Ste 100","{'AcceptsInsurance': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",siIOeGg0tc4LWx-0Pz-dhA,"Health & Medical, Skin Care, Laser Hair Removal, Hair Removal, Beauty & Spas, Medical Spas",Charlotte,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:30', 'Saturday': '9:0-14:0'}",1,35.1480441,-80.9292845,Azura,Steele Creek,28273,4,3,NC,35.148032,-80.929155,1,rooftop,2540,W Arrowood Rd,Charlotte,NC,Mecklenburg County,28273,US,Mecklenburg
165795,208 N Caldwell St,,PygKwoCQbMN9kLN9O-IqjA,"Hospitals, Health & Medical",Charlotte,,1,35.224374,-80.8371219,Carolina Healthcare Systems,First Ward,28202,3,1.5,NC,35.224381,-80.837125,1,rooftop,208,N Caldwell St,Charlotte,NC,Mecklenburg County,28202,US,Mecklenburg
165799,"225 E 6th St, Ste A","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'free', 'GoodForDancing': 'True'}",M10n-ivjDkkdLaxIYNafFQ,"Barbeque, Nightlife, Bars, Southern, Restaurants",Charlotte,"{'Monday': '11:0-20:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-20:30'}",1,35.2272493,-80.8386173,Queen City Q,First Ward,28202,326,3.5,NC,35.227081,-80.838633,1,rooftop,281,E 6th St,Charlotte,NC,Mecklenburg County,28202,US,Mecklenburg
165810,"401 N Tryon St, Fl 10",,P6GM6-I8jOX-wfV7SmTOMw,"Employment Agencies, Professional Services",Charlotte,,1,35.2301905,-80.8396028,Creative Circle,Fourth Ward,28202,4,4,NC,35.230201,-80.83934,1,rooftop,401,N Tryon St,Charlotte,NC,Mecklenburg County,28202,US,Mecklenburg
165872,"1412 East Blvd, Ste I","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}",A4cTeoKJ2PyeXE_jbSbRjA,"Tanning Beds, Spray Tanning, Tanning, Beauty & Spas",Charlotte,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-17:0', 'Sunday': '13:0-17:0'}",1,35.200356,-80.8435928,Dilworth Tanning Spa,Dilworth,28203,9,4,NC,35.200121,-80.843365,1,rooftop,1819,Floral Ave,Charlotte,NC,Mecklenburg County,28203,US,Mecklenburg
165882,6416 Rea Rd,,JYWP4PR_9VDQEb0OqycoqQ,"Drugstores, Shopping",Charlotte,,1,35.0789065,-80.8178473,Cvs Front Store,,28277,3,3.5,NC,35.078863,-80.817688,1,rooftop,6416,Rea Rd,Charlotte,NC,Mecklenburg County,28277,US,NC Geographic Information Coordinating Council
165899,5141 E Independence Blvd,{'BusinessAcceptsCreditCards': 'True'},lCW--JLnYKNziqRJG9qxEg,"Automotive, Car Dealers, Body Shops, Auto Repair, Auto Parts & Supplies",Charlotte,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '12:0-18:0'}",1,35.1891234,-80.75976312,Hendrick Kia Charlotte,Eastland,28212,8,3,NC,35.189144,-80.759745,1,rooftop,5141,E Independence Bv,Charlotte,NC,Mecklenburg County,28212,US,Mecklenburg
165927,119 Brevard Ct,,Lg_TXzAz_JRpg_o-QpCpzw,"Lawyers, Travel Services, Hotels & Travel, Professional Services",Charlotte,"{'Monday': '10:0-17:30', 'Tuesday': '10:0-17:30', 'Wednesday': '10:0-17:30', 'Thursday': '10:0-17:30', 'Friday': '10:0-17:30', 'Saturday': '10:0-17:30', 'Sunday': '10:0-17:30'}",1,35.225596,-80.846564,Court Travel,Uptown,28202,3,3,NC,35.225603,-80.846567,1,rooftop,119,Brevard Ct,Charlotte,NC,Mecklenburg County,28202,US,Mecklenburg
165928,8035 Providence Rd,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",pj8JEivTui_SKuMHBQ7b8w,"Nail Salons, Beauty & Spas",Charlotte,"{'Monday': '9:0-19:30', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:0-19:30', 'Friday': '9:0-19:30', 'Saturday': '9:0-19:30', 'Sunday': '12:0-18:0'}",1,35.098527,-80.776643,Solaso Nail Spa,,28270,27,4,NC,35.098787,-80.776291,1,rooftop,8035,Providence Rd,Charlotte,NC,Mecklenburg County,28277,US,Mecklenburg
