,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
73280,"5700 Westpark Dr","{'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': 'free'}",nrGPFYURdLCWjWq9z9_qBg,"Hotels, Event Planning & Services, Hotels & Travel",Charlotte,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0,35.1593724,-80.8896484,"Charlotte Marriott Executive Park",Starmount,28217,10,3.5,NC,35.159454,-80.889827,1,rooftop,5700,"Westpark Dr",Charlotte,NC,"Mecklenburg County",28217,US,Mecklenburg
73281,"814 Tyvola Rd, Ste 104",,tEvsCDD_aVTfuGjXLUlXFQ,"Professional Services, Office Cleaning, Home Services, Home Cleaning",Charlotte,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0'}",1,35.163568,-80.88126800000001,Maidworxx,Starmount,28217,3,2.5,NC,35.163575,-80.881271,1,rooftop,814,"Tyvola Rd",Charlotte,NC,"Mecklenburg County",28217,US,Mecklenburg
73292,"809 E Arrowood Rd","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",nNz_7luh2aD1_U9N3tJUMA,"Restaurants, Chinese",Charlotte,,1,35.1398162509,-80.8781085273,"Fortune Garden",Starmount,28217,21,3.5,NC,35.139902,-80.878243,1,rooftop,809,"E Arrowood Rd",Charlotte,NC,"Mecklenburg County",28217,US,"NC Geographic Information Coordinating Council"
73328,"11605 N Community House Rd, Ste 250","{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",1AfQ4DiYPseqXSEYRGqWew,"Mortgage Brokers, Home Services, Financial Advising, Financial Services, Real Estate",Charlotte,"{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30'}",1,35.059272,-80.83924930000001,"Chad Fleener - Movement Mortgage",Ballantyne,28277,4,5,NC,35.059228,-80.839203,1,rooftop,11605,"N Community House Rd",Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
73329,"15110 John J Delaney Dr, Ste 120","{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",7k_3EIPHpKh28d3-9MRs_g,"Medical Centers, Diagnostic Services, Health & Medical",Charlotte,,1,35.0527055651,-80.84636823460001,"Carolinas Gastroenterology Center",Ballantyne,28277,5,4,NC,35.053,-80.846816,1,rooftop,15101,"John J Delaney Dr",Charlotte,NC,"Mecklenburg County",28277,US,"NC Geographic Information Coordinating Council"
73340,"306 S Sharon Amity Rd","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",pxXeQc8zDVFL49o1KjLPZQ,"Restaurants, Soup, Salad, Sandwiches",Charlotte,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '7:0-21:0'}",1,35.1759246386,-80.80220056740001,"Panera Bread",Cotswold,28211,33,3,NC,35.175858,-80.802373,1,rooftop,302,"S Sharon Amity Rd",Charlotte,NC,"Mecklenburg County",28211,US,Mecklenburg
73424,"1440 East Blvd","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsTakeOut': 'True'}",4X1r3Xj-2v5zSjtE-oly2A,"Health Markets, Food, Grocery, Beer, Wine & Spirits, Specialty Food",Charlotte,"{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}",1,35.2001443,-80.84385039999999,"The Fresh Market",Dilworth,28203,22,4,NC,35.199871,-80.843945,1,rooftop,1832,"Floral Ave",Charlotte,NC,"Mecklenburg County",28203,US,Mecklenburg
73425,"1315 E Blvd, Ste 160","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",F_G6cO-LvUuRRLtRGDfFjA,"Nail Salons, Day Spas, Beauty & Spas, Permanent Makeup, Waxing, Hair Removal, Eyelash Service",Charlotte,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-17:0', 'Sunday': '10:0-17:0'}",1,35.202001,-80.843757,"Nue' Brows to Brazilians + Beaute Bar",Dilworth,28203,90,4.5,NC,35.201734,-80.84394,1,rooftop,1315,"East Blvd",Charlotte,NC,"Mecklenburg County",28203,US,"NC Geographic Information Coordinating Council"
73450,"9605 N Tryon St, Ste A","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'DogsAllowed': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'outdoor', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",gOOdzjVxP7Z7bGjsstRjcw,"Nightlife, Bars, Pubs, American (Traditional), Restaurants, Sandwiches",Charlotte,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}",1,35.3166944319,-80.7405517995,"Flying Saucer Draught Emporium","University City",28262,250,4,NC,35.317085,-80.740223,1,rooftop,9605,"N Tryon St",Charlotte,NC,"Mecklenburg County",28262,US,Mecklenburg
73456,"5542 South Blvd","{'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': 'no'}",7OBEwn7tmABymdSlH-x8KQ,"Sewing & Alterations, Laundry Services, Local Services, Dry Cleaning & Laundry",Charlotte,"{'Monday': '6:0-18:30', 'Tuesday': '6:0-18:30', 'Wednesday': '6:0-18:30', 'Thursday': '6:0-18:30', 'Friday': '6:0-18:0', 'Saturday': '7:0-15:0'}",1,35.1595947,-80.8764989,"Carolina Cleaners",Starmount,28217,3,3.5,NC,35.159601,-80.876515,1,rooftop,5542,"S Bv",Charlotte,NC,"Mecklenburg County",28217,US,Mecklenburg
73494,"1835 W Wt Harris Blvd",,kmJZZ7yQAsvQn3M-5JzoMQ,"Banks & Credit Unions, Financial Services",Charlotte,"{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-18:0'}",1,35.2209425313,-80.8249461013,"Charlotte Metro Credit Union",Elizabeth,28262,4,3,NC,35.220968,-80.824768,1,rooftop,728,"Central Ave",Charlotte,NC,"Mecklenburg County",28204,US,Mecklenburg
73505,"9539 Pinnacle Dr, Ste 350","{'GoodForKids': 'True'}",Ca6dBcqQQEkPY_xTeIPfyQ,"Fitness & Instruction, Yoga, Active Life",Charlotte,"{'Monday': '9:0-19:30', 'Tuesday': '9:0-18:30', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-18:30', 'Friday': '9:0-18:0', 'Saturday': '8:0-15:0', 'Sunday': '9:0-18:0'}",0,35.328931,-80.738682,"Gotta Yoga","University City",28262,12,4.5,NC,35.328817,-80.738656,1,rooftop,9539,"Pinnacle Dr",Charlotte,NC,"Mecklenburg County",28262,US,Mecklenburg
73507,"9515 South Blvd",,vbwcOU2_pulHlFnRas67Qg,"Pet Services, Pet Stores, Pets",Charlotte,,0,35.106052,-80.8807455,Petco,Starmount,28273,3,3.5,NC,35.105625,-80.881018,1,rooftop,9708,"S Bv",Charlotte,NC,"Mecklenburg County",28273,US,Mecklenburg
73508,"5700 Westpark Dr","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",3is0dluydFCPv2c0lbvP0g,"Restaurants, American (Traditional)",Charlotte,"{'Monday': '6:30-22:0', 'Tuesday': '6:30-22:0', 'Wednesday': '6:30-22:0', 'Thursday': '6:30-22:0', 'Friday': '6:30-22:0', 'Saturday': '7:0-0:0'}",1,35.159454,-80.8898026,"Birch Restaurant & Bar",Starmount,28217,6,2.5,NC,35.159454,-80.889827,1,rooftop,5700,"Westpark Dr",Charlotte,NC,"Mecklenburg County",28217,US,Mecklenburg
73526,"4717-1B Sharon Rd","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",3EbGNDu48fktNVRViCSlkg,"Food Delivery Services, Delis, Restaurants, Sandwiches, Food, Fast Food",Charlotte,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}",1,35.147645,-80.83082,"Jimmy John's","South Park",28211,30,2.5,NC,35.147646,-80.830822,1,rooftop,4717,"Sharon Rd",Charlotte,NC,"Mecklenburg County",28210,US,"NC Geographic Information Coordinating Council"
73527,"4521 Sharon Rd, Ste 100","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': True, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'CoatCheck': 'True', 'DogsAllowed': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'quiet', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'dressy', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'no', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",aW6Z4NSqEVli-xYMV3jRyg,"Wine Bars, Restaurants, French, Nightlife, American (New), Bars",Charlotte,"{'Monday': '7:30-21:0', 'Tuesday': '7:30-21:0', 'Wednesday': '7:30-21:0', 'Thursday': '7:30-21:0', 'Friday': '7:30-22:0', 'Saturday': '17:0-22:0', 'Sunday': '11:0-14:0'}",0,35.1507088,-80.8286454,"Zebra Restaurant","South Park",28211,77,3.5,NC,35.150564,-80.828709,1,rooftop,4521,"Sharon Rd",Charlotte,NC,"Mecklenburg County",28211,US,Mecklenburg
73528,"7920 Moores Chapel Rd","{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",0ZTMA0VS-SWnD_BGoIfP3A,"Health & Medical, Doctors, Family Practice",Charlotte,"{'Monday': '8:30-17:0', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-17:0', 'Friday': '8:30-17:0'}",1,35.2756214,-80.9374055,"Northwest Family Physicians","Paw Creek",28214,13,4,NC,35.275649,-80.937327,1,rooftop,7920,"Moores Chapel Rd",Charlotte,NC,"Mecklenburg County",28214,US,"NC Geographic Information Coordinating Council"
73565,"5524 S Blvd","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",2gCvukOcIHW4ehqpwoNlcA,"Restaurants, Barbeque",Charlotte,"{'Monday': '10:30-15:0', 'Tuesday': '10:30-15:0', 'Wednesday': '10:30-15:0', 'Thursday': '10:30-20:0', 'Friday': '10:30-20:0', 'Saturday': '10:30-20:0'}",1,35.1596107023,-80.8767139511,"Bill Spoon's Barbecue",Starmount,28217,158,4,NC,35.159601,-80.876531,1,rooftop,5600,"South Blvd",Charlotte,NC,"Mecklenburg County",28217,US,"NC Geographic Information Coordinating Council"
73577,"830 Lamar Ave, Ste 200","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '3', 'WheelchairAccessible': 'True'}",CG1Lu1-q7K5Te5RutSPnxw,"Shoe Stores, Fashion, Shopping, Sporting Goods, Men's Clothing",Charlotte,"{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '12:0-18:0'}",1,35.2207329,-80.81695000000001,"Black Sheep","Plaza Midwood",28204,20,4,NC,35.220753,-80.816953,1,rooftop,830,"Lamar Ave",Charlotte,NC,"Mecklenburg County",28204,US,"NC Geographic Information Coordinating Council"
73591,"16618 Riverstone Way","{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",h1S9CQd5p6YuuCJKKdFiTA,"Shopping, Optometrists, Eyewear & Opticians, Health & Medical",Charlotte,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-18:0', 'Friday': '8:30-17:0'}",1,35.0267867949,-80.84010142220001,"Blink Eyecare and Eyewear",Ballantyne,28277,7,4,NC,35.026875,-80.840145,1,rooftop,10976,"Cedar Walk Ln",Charlotte,NC,"Mecklenburg County",28277,US,"NC Geographic Information Coordinating Council"
73623,"317 S Church St",,Gija3u7SaXAr3ittymiZ4A,"Restaurants, Breakfast & Brunch",Charlotte,,0,35.2261129,-80.84692219999999,"Eggheads Breakfast Brunch and Lunch",Uptown,28202,13,3,NC,35.226115,-80.846863,1,rooftop,317,"S Church St",Charlotte,NC,"Mecklenburg County",28202,US,Mecklenburg
73624,"100 N Tryon St, Ste 299","{'BusinessAcceptsCreditCards': 'True'}",6cae13cC4y8u2ZkSziVzvg,"Local Services, Dry Cleaning & Laundry, Sewing & Alterations, Shoe Repair, Laundry Services",Charlotte,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '9:30-19:0'}",1,35.2274982,-80.84198120000001,"Sunrise Cleaners",Uptown,28202,3,3.5,NC,35.227403,-80.842261,1,rooftop,100,"N Tryon St",Charlotte,NC,"Mecklenburg County",28202,US,Mecklenburg
73626,"615 S College St","{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False'}",mQPE0-JfhWfMLhicyuUr2A,"Real Estate Agents, Real Estate Services, Home Services, Real Estate",Charlotte,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",1,35.2213823,-80.8479566,"Lord Group Realty",Uptown,28202,5,5,NC,35.220714,-80.8484,1,nearest_street,,"I 277",Charlotte,NC,"Mecklenburg County",28202,US,"TIGER/Line® dataset from the US Census Bureau"
73648,"1001 Blythe Blvd",,EqKb05au7KKzIos3N-H2hA,"Health & Medical, Doctors",Charlotte,,1,35.2049571,-80.83860540000001,"Robinson Douglas B MD",Dilworth,28203,3,3.5,NC,35.205084,-80.839057,1,rooftop,1338,"Romany Rd",Charlotte,NC,"Mecklenburg County",28204,US,Mecklenburg
73681,"5825 Highland Shoppes Dr","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'DriveThru': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True'}",rR8V4T5Px9ICnYLEJF225A,"Fast Food, Restaurants, Sandwiches, Salad",Charlotte,"{'Monday': '5:30-22:30', 'Tuesday': '5:30-22:30', 'Wednesday': '5:30-22:30', 'Thursday': '5:30-22:30', 'Friday': '5:30-22:30', 'Saturday': '5:30-22:30', 'Sunday': '6:0-22:30'}",1,35.37095,-80.784234,"Bojangles' Famous Chicken 'n Biscuits","Highland Creek",28269,27,1.5,NC,35.370925,-80.784239,1,rooftop,5825,"Highland Shoppes Dr",Charlotte,NC,"Mecklenburg County",28269,US,Mecklenburg
73689,"3549 N Sharon Amity, Ste 202","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'False'}",Rdov36R4fjrT4cfXJUxgfg,"Mobile Phones, Mobile Phone Repair, Local Services, Shopping, Electronics Repair, IT Services & Computer Repair",Charlotte,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}",1,35.207739,-80.7582187,"EZ iphone repair",Eastland,28205,7,4.5,NC,35.207758,-80.758151,1,rooftop,3553,"N Sharon Amity Rd",Charlotte,NC,"Mecklenburg County",28205,US,"NC Geographic Information Coordinating Council"
73748,"2434 Park Rd","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",J_aDvUEqJPAj4wwKs67uiw,"Eyelash Service, Nail Technicians, Eyebrow Services, Nail Salons, Beauty & Spas",Charlotte,"{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30', 'Saturday': '10:0-19:30', 'Sunday': '12:0-18:0'}",1,35.1976749,-80.85247,"Petals Nails & Brows Boutique",,28203,34,4.5,NC,35.197682,-80.852473,1,rooftop,2434,"Park Rd",Charlotte,NC,"Mecklenburg County",28203,US,Mecklenburg
73773,"3120 Milton Rd","{'ByAppointmentOnly': 'False'}",yWPZAl1jwJxzNUe_LhbZlA,"Health & Medical, Medical Centers, Blood & Plasma Donation Centers",Charlotte,"{'Monday': '6:0-19:0', 'Tuesday': '6:0-19:0', 'Wednesday': '5:30-19:30', 'Thursday': '5:30-19:30', 'Friday': '5:30-19:30', 'Saturday': '6:0-18:0', 'Sunday': '5:30-19:30'}",1,35.2352599,-80.73621,"Octapharma Plasma",Eastland,28215,4,2,NC,35.235267,-80.736214,1,rooftop,3120,"Milton Rd",Charlotte,NC,"Mecklenburg County",28215,US,"NC Geographic Information Coordinating Council"
73802,,"{'BusinessAcceptsCreditCards': 'True'}",nmDsmL_jGOA5_EP69mpPhQ,"Auto Detailing, Car Wash, Automotive",Charlotte,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0'}",1,35.3301866,-81.02025329999999,"Exquisite Mobile Detailing",,28120,7,4,NC,35.330559,-81.018848,0.99,rooftop,1822,"Windermere Rd","Mount Holly",NC,"Gaston County",28120,US,Gaston
73808,"4833-F Berewick Town Center Dr","{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2'}",LAV8qkEOiKQgIHP5_KE8bg,"Nail Salons, Beauty & Spas, Waxing, Eyelash Service, Hair Removal",Charlotte,"{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30', 'Sunday': '13:0-17:0'}",1,35.1624701056,-80.9736613716,"Passion Nail Bar","Steele Creek",28278,31,3.5,NC,35.162089,-80.973772,1,rooftop,4935,"Berewick Town Center Dr",Charlotte,NC,"Mecklenburg County",28278,US,Mecklenburg
73819,"5668 International Dr, Ste A","{'Alcohol': 'full_bar', 'WiFi': 'free'}",HBvaHgTOvOi6Ir_qmpCazA,"Restaurants, Pizza",Charlotte,,0,35.1357119835,-80.7788228989,"Joel's Pizza",,28270,3,4.5,NC,35.135497,-80.778709,1,rooftop,5668,"International Dr",Charlotte,NC,"Mecklenburg County",28270,US,"NC Geographic Information Coordinating Council"
73820,"4226-A South Blvd",,kz0f-r0feMKP9DkACnkJFQ,"Car Rental, Truck Rental, Hotels & Travel, Automotive",Charlotte,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-17:0', 'Sunday': '12:0-17:0'}",0,35.185656,-80.876054,"Triangle Rent A Car",,28209,3,4.5,NC,35.185663,-80.876057,1,rooftop,4226,"South Blvd",Charlotte,NC,"Mecklenburg County",28209,US,"NC Geographic Information Coordinating Council"
