,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
113684,"8120 Providence Rd","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2'}",iMeGJeXzONWBYGsI32CuwQ,"Art Supplies, Hobby Shops, Arts & Crafts, Knitting Supplies, Shopping",Charlotte,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-19:0'}",1,35.096586,-80.780683,Michaels,Arboretum,28277,6,3,NC,35.096593,-80.780687,1,rooftop,8120,"Providence Rd",Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
113720,"10007 Carlesbrooke Ter","{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",6ksa4fFS25e9vjbS3ZHIfQ,"Speech Therapists, Health & Medical",Charlotte,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",1,35.07097,-80.761793,"Tallent Speech and Language Therapy",Arboretum,28270,3,5,NC,35.070977,-80.761796,1,rooftop,10007,"Carlesbrooke Trl",Charlotte,NC,"Mecklenburg County",28270,US,"NC Geographic Information Coordinating Council"
113724,"7800 Rea Rd, Unit F6","{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",t-rivl_ISXvrh829BkRFKg,"Restaurants, Mexican",Charlotte,,0,35.061257,-80.814542,"Qdoba Mexican Grill",,28277,17,3,NC,35.061264,-80.814546,1,rooftop,7800,"Rea Rd",Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
113725,"6414 Rea Rd","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",XCZQdoMRFnjmmB6xPvx1qw,"Mexican, Restaurants",Charlotte,"{'Monday': '16:30-22:30', 'Tuesday': '16:30-22:30', 'Wednesday': '16:30-22:30', 'Thursday': '16:30-22:30', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0'}",0,35.0789597,-80.81725779999999,"Senor Tequila Cantina Grill",,28277,29,3,NC,35.078962,-80.81731,1,rooftop,6414,"Rea Rd",Charlotte,NC,"Mecklenburg County",28277,US,"NC Geographic Information Coordinating Council"
113781,"9107 S Tryon St, Ste J","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}",OqJtHcr5AsyuIjd2ePqLzw,"Restaurants, Japanese",Charlotte,,0,35.134023,-80.939087,"Pika Japanese Express","Steele Creek",28273,14,4,NC,35.13403,-80.93909,1,rooftop,9107,"S Tryon St",Charlotte,NC,"Mecklenburg County",28273,US,"NC Geographic Information Coordinating Council"
113789,"601 E 5th St, Ste 470","{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2'}",14lFMDFnyPhXnPXgS4rlvg,"Desserts, Festivals, Arts & Entertainment, Food",Charlotte,"{'Sunday': '14:0-17:0'}",1,35.223603,-80.836319,"Sweet Tooth Festival","First Ward",28210,4,4,NC,35.223655,-80.836402,1,rooftop,601,"E 5th St",Charlotte,NC,"Mecklenburg County",28202,US,Mecklenburg
113790,"6324 Fairview Rd, Ste 120, Sola Salon Studios","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'GoodForKids': 'True', 'HairSpecializesIn': ""{'coloring': True, 'africanamerican': False, 'curly': False, 'perms': False, 'kids': False, 'extensions': False, 'asian': False, 'straightperms': False}"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True'}",qlJD5jfbP2GdusJAgb4L4w,"Hair Salons, Beauty & Spas, Blow Dry/Out Services, Hair Stylists, Hair Extensions, Men's Hair Salons",Charlotte,"{'Tuesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-15:30', 'Saturday': '9:0-14:0'}",1,35.1488237,-80.8352704,"Shearly Chic Hair Design","South Park",28210,3,5,NC,35.148815,-80.835128,1,rooftop,6324,"Fairview Rd",Charlotte,NC,"Mecklenburg County",28210,US,"NC Geographic Information Coordinating Council"
113832,"9717 Northlake Centre Pkwy, Ste F","{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}",CXBojGyAJMGVZf46UkW7fA,"Discount Store, Shopping",Charlotte,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-19:0'}",1,35.3474242,-80.8572999,"Dollar Tree",,28216,12,3.5,NC,35.347384,-80.857617,1,rooftop,9709,"Northlake Centre Py",Charlotte,NC,"Mecklenburg County",28216,US,Mecklenburg
113874,"731 Providence Rd","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",3v1c2BsFFcWlpV3S3LS8dA,"Restaurants, Chinese",Charlotte,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '12:0-21:30', 'Sunday': '12:0-21:30'}",1,35.1998293,-80.8252573,"Taipei Express",Elizabeth,28207,75,4,NC,35.199854,-80.825276,1,rooftop,731,"Providence Rd",Charlotte,NC,"Mecklenburg County",28207,US,Mecklenburg
113922,"215 N Pine St","{'BusinessAcceptsCreditCards': 'True'}",VrrxptiwJ45CKik4gKrH0w,"Electronics Repair, Local Services, Shopping, Mobile Phones, Professional Services, IT Services & Computer Repair, Mobile Phone Repair",Charlotte,"{'Monday': '9:0-23:30', 'Tuesday': '9:0-23:30', 'Wednesday': '9:0-23:30', 'Thursday': '9:0-23:30', 'Friday': '9:0-23:30', 'Saturday': '9:0-23:30', 'Sunday': '9:0-23:30'}",1,35.2311108,-80.8449124,"Charlotte Mobile Solutions",Uptown,28202,7,4.5,NC,35.231278,-80.845108,1,rooftop,418,"W 5th St",Charlotte,NC,"Mecklenburg County",28202,US,Mecklenburg
113942,"8700 Pineville-Matthews Rd","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'DogsAllowed': 'False', 'GoodForDancing': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'outdoor', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",qe1cIDQ0ofi7c0PFp7gPvw,"Seafood, Restaurants, Dive Bars, Chicken Wings, Bars, Nightlife",Charlotte,"{'Monday': '15:0-2:0', 'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '15:0-2:0', 'Saturday': '15:0-2:0', 'Sunday': '12:0-2:0'}",1,35.089758,-80.867243,"Tavern 51",,28226,25,3,NC,35.089714,-80.867849,1,rooftop,8750,"Pineville-matthews Rd",Charlotte,NC,"Mecklenburg County",28210,US,Mecklenburg
113943,"7806 Fairview Rd","{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '3'}",jbVNpzCNVgWjqrlhOJK4_A,"Nail Salons, Beauty & Spas",Charlotte,,1,35.146814,-80.80953100000001,"Exquisite Nails",,28226,12,3.5,NC,35.146701,-80.809806,1,rooftop,2700,"Valencia Trl",Charlotte,NC,"Mecklenburg County",28226,US,"NC Geographic Information Coordinating Council"
113977,"7112 Albemarle Rd","{'BusinessAcceptsCreditCards': 'True'}",1P7hadMOo6p0vTl2OOmBaw,"Local Services, Self Storage",Charlotte,"{'Monday': '9:30-18:0', 'Tuesday': '9:30-18:0', 'Wednesday': '9:30-18:0', 'Thursday': '9:30-18:0', 'Friday': '9:30-18:0', 'Saturday': '9:30-17:0', 'Sunday': '9:30-17:0'}",1,35.20318,-80.722094,"Public Storage",Eastland,28227,3,2.5,NC,35.203187,-80.722097,1,rooftop,7112,"Albemarle Rd",Charlotte,NC,"Mecklenburg County",28227,US,"NC Geographic Information Coordinating Council"
113979,"6321 Big Oak Ln","{'BusinessAcceptsCreditCards': 'True'}",FIRez8X023r7_nH-bac-aA,"Home Services, Contractors, Decks & Railing, Landscaping",Charlotte,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",1,35.21713,-80.706369,"Lawn Care and Deck Repair",Eastland,28227,3,4,NC,35.217137,-80.706372,1,rooftop,6321,"Big Oak Ln",Charlotte,NC,"Mecklenburg County",28227,US,"NC Geographic Information Coordinating Council"
114003,"7712 Rea Rd","{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DriveThru': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}",bw0ZpeUwuLSgaCsQlksQsg,"Burgers, Restaurants, Fast Food, Food",Charlotte,,1,35.0615538,-80.8155936,Wendy's,,28277,18,2.5,NC,35.061583,-80.815616,1,rooftop,7712,"Rea Rd",Charlotte,NC,"Mecklenburg County",28277,US,"NC Geographic Information Coordinating Council"
114004,"5107 Piper Station Dr, Ste B","{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'True', 'WheelchairAccessible': 'True'}",w2zALX1Y6f8ryZgEVK-3LA,"Beauty & Spas, Skin Care, Hair Removal, Hair Salons, Waxing, Eyelash Service",Charlotte,"{'Monday': '10:0-19:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-15:30', 'Sunday': '10:0-15:30'}",1,35.0627532,-80.81264729999999,"Bare Beaut̩ Studio",,28277,4,5,NC,35.062724,-80.812636,1,rooftop,5107,"Piper Station Dr",Charlotte,NC,"Mecklenburg County",28277,US,"NC Geographic Information Coordinating Council"
114005,"8129 Ardrey Kell Rd","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}""}",fJtjIiT8nW3rnC1GMVA68g,"Restaurants, Seafood",Charlotte,"{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-19:0'}",1,35.0388709,-80.79473470000001,"Island Thyme - A Calypso Grill & Pub",,28277,9,4,NC,35.038847,-80.794707,1,rooftop,8129,"Ardrey Kell Rd",Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
114007,"101 S Tryon St","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",YPbuIXRwoPMt2ABKXqM46Q,"Restaurants, Food, Street Vendors, Food Trucks, Sandwiches",Charlotte,,0,35.2270869,-80.8431267,"Clover Joe's Sandwich Shoppe",Uptown,28280,12,4,NC,35.227068,-80.843151,1,rooftop,105,"S Tryon St",Charlotte,NC,"Mecklenburg County",28202,US,Mecklenburg
114034,"4335 Barclay Downs Dr","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'dressy', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",LpAdf_z1A9REhTQjr1B4cA,"American (Traditional), Restaurants, Wine Bars, Nightlife, Seafood, Bars, Steakhouses",Charlotte,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",1,35.1529699851,-80.834318954,"McCormick & Schmick's Seafood & Steaks","South Park",28209,141,3.5,NC,35.152851,-80.834309,1,rooftop,4335,"Barclay Downs Dr",Charlotte,NC,"Mecklenburg County",28210,US,"NC Geographic Information Coordinating Council"
114068,"2320 N Davidson St, Ste D","{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'DogsAllowed': 'True', 'GoodForDancing': 'False', 'HappyHour': 'False', 'HasTV': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Smoking': 'no', 'WheelchairAccessible': 'True'}",9yZPy1Vlr6W7J9tpLFubXA,"Breweries, Active Life, Bars, Nightlife, Beer Bar, Leisure Centers, Food, Recreation Centers",Charlotte,"{'Monday': '17:0-23:0', 'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:0'}",1,35.2405352,-80.81327539999999,"Free Range Brewing","Villa Heights",28205,88,4,NC,35.240506,-80.813297,1,rooftop,2320,"N Davidson St",Charlotte,NC,"Mecklenburg County",28205,US,"NC Geographic Information Coordinating Council"
114085,"8316 Medical Plaza Dr",,wUbB5Du6N8Z5LEN_cd48pg,"Insurance, Financial Services",Charlotte,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",1,35.3190724,-80.77523309999999,"Parks Insurance Group - Nationwide Insurance",Derita,28262,3,2.5,NC,35.318757,-80.775229,1,rooftop,8310,"Medical Plaza Dr",Charlotte,NC,"Mecklenburg County",28262,US,Mecklenburg
114127,"4732 Sharon Rd",,ee-K-3mSZ7nfroJ4QpHxdg,"Pet Services, Pet Adoption, Pets, Pet Stores, Pet Groomers",Charlotte,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-18:0'}",1,35.1480241,-80.8333234,"Pet Supplies Plus","South Park",28210,9,5,NC,35.148026,-80.83333,1,rooftop,4736,"Sharon Rd",Charlotte,NC,"Mecklenburg County",28210,US,Mecklenburg
114214,"3145 N Sharon Amity Rd","{'Alcohol': 'beer_and_wine', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True'}",9JCoZV4eKH1HtzavRJy03g,"Restaurants, Vietnamese",Charlotte,,0,35.203695,-80.760588,"Saigon Bistro",Eastland,28205,6,4,NC,35.203702,-80.760592,1,rooftop,3145,"N Sharon Amity Rd",Charlotte,NC,"Mecklenburg County",28205,US,Mecklenburg
114228,"100 West Trade Street","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'DogsAllowed': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'no', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",rLyJUCwMM1POt7RnFnSASg,"Cocktail Bars, American (New), Bars, Restaurants, Nightlife, Southern",Charlotte,"{'Monday': '6:30-22:30', 'Tuesday': '6:30-22:30', 'Wednesday': '6:30-22:30', 'Thursday': '6:30-22:30', 'Friday': '6:30-22:30', 'Saturday': '6:30-22:30', 'Sunday': '6:30-22:30'}",1,35.227949,-80.84321629999999,"Stoke Charlotte",Uptown,28202,142,4,NC,35.227748,-80.84338,1,rooftop,100,"W Trade St",Charlotte,NC,"Mecklenburg County",28202,US,Mecklenburg
114229,"105 E 5th St","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'CoatCheck': 'False', 'DogsAllowed': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'outdoor', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",J76qDaF8iPl-8y2tYFhXbw,"Bars, American (Traditional), Restaurants, Nightlife, Food, Food Trucks, Beer Gardens",Charlotte,"{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:30-2:0', 'Sunday': '12:0-2:0'}",1,35.2278131,-80.8414916,"The Local",Uptown,28202,54,3.5,NC,35.227818,-80.8415,1,rooftop,105,"E 5th St",Charlotte,NC,"Mecklenburg County",28202,US,Mecklenburg
114268,,"{'Alcohol': 'none', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True'}",zIELz5s9LknJgaawrwg0Zg,"Caterers, Food, Food Trucks, Event Planning & Services",Charlotte,,1,35.3301529,-80.7325287,"What The Fries","University City",28262,33,5,NC,35.329833,-80.732629,1,rooftop,9962,"Hyde Glen Ct",Charlotte,NC,"Mecklenburg County",28262,US,"NC Geographic Information Coordinating Council"
114269,"8446 N Tryon St",,gWEMU-i3zBEaZwaCy79K1g,"Public Services & Government, Departments of Motor Vehicles",Charlotte,,0,35.3033808,-80.7508157,"Division of Motor Vehicles","University City",28262,7,2.5,NC,35.303374,-80.750774,1,rooftop,8446,"N Tryon St",Charlotte,NC,"Mecklenburg County",28262,US,Mecklenburg
