recordid,lat,lon,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
371647dbe24a21d890342af686710f4e9925ebd4,-78.65458261,35.78230208,"north carolina",35.782066,-78.654896,1,rooftop,1115,"Hillsborough St",Raleigh,NC,"Wake County",27603,US,"NC Geographic Information Coordinating Council"
601cef4d728e3f1f32ac503a89d1126a8f59a870,-78.52889255,35.28514698,"north carolina",35.285186,-78.529011,1,rooftop,11496,"Dunn Hwy",Dunn,NC,"Sampson County",28334,US,"NC Geographic Information Coordinating Council"
0b7c9f78ba6c593fe63e98fa4368cc09f02e7809,-77.8782623,34.23102477,"north carolina",34.230987,-77.878413,1,rooftop,5034,"Randall Pkwy",Wilmington,NC,"New Hanover County",28403,US,"New Hanover"
5d4876fd263a9e1c50518dc8948381a8200039ca,-78.6015266,35.8488991,"north carolina",35.848473,-78.601218,1,rooftop,2100,"E Millbrook Rd",Raleigh,NC,"Wake County",27604,US,Wake
191b79ebdee2a09f09b28126bace20913c4fee68,-82.55051377,35.5951799,"north carolina",35.595136,-82.550557,1,rooftop,2,"S Pack Sq",Asheville,NC,"Buncombe County",28801,US,"NC Geographic Information Coordinating Council"
80fb8997d59156904d9bac3fd169af2f206da742,-80.15894309,36.10520109,"north carolina",36.105037,-80.159456,1,rooftop,225,"Linville Rd",Winston-Salem,NC,"Forsyth County",27107,US,Forsyth
05d9d1bd637560f7fa44772feb6bd738ca2ace9c,-78.63815261,35.77969308,"north carolina",35.779408,-78.638625,1,rooftop,2,"E Morgan St",Raleigh,NC,"Wake County",27601,US,Wake
293b4bae69122e7c43d7d261cadaa6dac7fe5360,-78.92116271,35.99663112,"north carolina",35.996462,-78.920937,1,rooftop,1407,"W Chapel Hill St",Durham,NC,"Durham County",27701,US,"NC Geographic Information Coordinating Council"
8ef9b18eb8b109ac87e86d8e6a5be02391c56e2a,-78.65003263,36.05835714,"north carolina",36.059173,-78.650766,0.99,rooftop,344,"Beaver Dam Rd",Creedmoor,NC,"Wake County",27522,US,"NC Geographic Information Coordinating Council"
7a4e7248c3f6a36532e4f776d35ee6254f922139,-77.68480235,36.31147723,"north carolina",36.311477,-77.684802,0.16,nearest_place,,,Enfield,NC,"Halifax County",27823,US,"TIGER/Line® dataset from the US Census Bureau"
9dcdb71510f0e0d8dde16ec8197b9df52d0a0e03,-80.81790324,35.24713689,"north carolina",35.246946,-80.81801,1,rooftop,2426,"N Tryon St",Charlotte,NC,"Mecklenburg County",28206,US,Mecklenburg
11786eb888c1e2d37d031aa037c5cd6f9f43b177,-79.1057027,34.86195687,"north carolina",34.86252,-79.105535,1,rooftop,16871,"Nc71 Hwy N",Shannon,NC,"Robeson County",28386,US,"NC Geographic Information Coordinating Council"
45f666a30a309e8087990cb899cffcb6d158e061,-81.69870355,36.21060706,"north carolina",36.210268,-81.69873,1,rooftop,100,"Lloyd Bentley Ln",Boone,NC,"Watauga County",28607,US,"NC Geographic Information Coordinating Council"
88e75d66e80a0db4d9ca36a5e604d65f86e37b92,-77.54450223,34.90234693,"north carolina",34.902376,-77.544868,1,rooftop,102,"New St",Richlands,NC,"Onslow County",28574,US,"NC Geographic Information Coordinating Council"
5cad63818d82afe0a5fbf441fd039a6f07045436,-77.67480229,35.32684701,"north carolina",35.326639,-77.674788,1,rooftop,3214,"Bayberry Ln","La Grange",NC,"Lenoir County",28551,US,"NC Geographic Information Coordinating Council"
fb4e1b0b63ea2c8c65a3be924ef5a79e9f3fc778,-77.8944023,34.17574676,"north carolina",34.175161,-77.893905,1,rooftop,3705,"Patriot Way",Wilmington,NC,"New Hanover County",28412,US,"NC Geographic Information Coordinating Council"
8e48dbbffe94d2e6920e4e5abcd586635874d6a9,-80.60830322,36.06393707,"north carolina",36.064365,-80.608531,1,rooftop,2401,"Courtney Huntsville",Yadkinville,NC,"Yadkin County",27055,US,Yadkin
a8d3e571c49fd9bc18e9a49833df1198a8aa3c6f,-79.04290267,34.59009681,"north carolina",34.58867,-79.043424,0.99,rooftop,1,"Bernice Cir",Lumberton,NC,"Robeson County",28358,US,"NC Geographic Information Coordinating Council"
78c6c3857826af0569d7b6998be2b529111e2e62,-77.95370238,35.37068701,"north carolina",35.370377,-77.953609,1,rooftop,104,"S Berkeley Blvd",Goldsboro,NC,"Wayne County",27534,US,Wayne
cf624101f0fe58b5895ebdedf8454532e6647773,-77.81310228,34.26759678,"north carolina",34.267349,-77.813498,1,rooftop,6713,"Red Cedar Rd",Wilmington,NC,"New Hanover County",28411,US,"NC Geographic Information Coordinating Council"
9aa4b7e4a63c35a49bfd9206ddd7d94ca8e955c6,-80.84270324,35.23371688,"north carolina",35.233706,-80.842487,1,rooftop,500,"N Graham St",Charlotte,NC,"Mecklenburg County",28202,US,Mecklenburg
7edca40a275218d8be8a3f5a27f88a71368e9322,-81.23980336,35.28569688,"north carolina",35.285888,-81.240707,0.99,rooftop,2353,"Bessemer City Rd",Gastonia,NC,"Gaston County",28052,US,Gaston
47cba45e17a21931828cceef91b15b2ad8f1b141,-78.32730252,35.8202871,"north carolina",35.820642,-78.32698,1,rooftop,550,"W Gannon Ave",Zebulon,NC,"Wake County",27597,US,"NC Geographic Information Coordinating Council"
d085138ff476970429d1965c4a259d1bcb687fdc,-79.80560297,35.88503706,"north carolina",35.885224,-79.804986,1,rooftop,9994,"220 Business N",Randleman,NC,"Randolph County",27317,US,"NC Geographic Information Coordinating Council"
26b3c7c45c2f5fd2996c73f818fab35fb58a638c,-83.32050399,35.47708684,"north carolina",35.479449,-83.322279,0.96,nearest_street,29,"Blythe Hill St",Cherokee,NC,"Swain County",28719,US,"TIGER/Line® dataset from the US Census Bureau"
212221ca960192e58d7239dba3a5f9fe0126f5b9,-79.05490274,35.9304671,"north carolina",35.930288,-79.054552,1,rooftop,880,"Martin Luther King Jr Blvd","Chapel Hill",NC,"Orange County",27514,US,"NC Geographic Information Coordinating Council"
4a4bdd708b7b735ccd5e69160996eb63159eafc2,-78.86680269,36.00156712,"north carolina",36.001249,-78.866836,1,rooftop,636,"Mimosa St",Durham,NC,"Durham County",27703,US,"NC Geographic Information Coordinating Council"
d349dc6849333150fc7becdda9a0f8affaf3f917,-79.28790279,35.45516699,"north carolina",35.455409,-79.287923,1,rooftop,3802,"Steel Bridge Rd",Sanford,NC,"Lee County",27330,US,Lee
49e8d781f4569d7a37970fe68eb696fe46d1a7fb,-80.81930325,35.58619696,"north carolina",35.586005,-80.819309,1,rooftop,448,"W McLelland Ave",Mooresville,NC,"Iredell County",28115,US,"NC Geographic Information Coordinating Council"
0f24da40013c6115b21ba325f978a4564f924151,-80.48020316,35.66010699,"north carolina",35.65988,-80.480252,1,rooftop,917,"S Main St",Salisbury,NC,"Rowan County",28144,US,"City of Salisbury"
b07b85ac0685a432191ad041283a19fdf60389aa,-78.69980263,35.75728707,"north carolina",35.757289,-78.699534,1,rooftop,2581,"Gorman St",Raleigh,NC,"Wake County",27606,US,Cary
69b67b5248631e4548459b6c6dc058ddcd75591f,-82.57960378,35.57783689,"north carolina",35.57773,-82.579804,1,rooftop,400,"Haywood Rd",Asheville,NC,"Buncombe County",28806,US,"NC Geographic Information Coordinating Council"
de2e2fa991643f5a0f36297d1e1c5d89da463443,-80.22230311,36.1220371,"north carolina",36.122147,-80.222183,1,rooftop,1801,"E Twenty-fifth St",Winston-Salem,NC,"Forsyth County",27105,US,Forsyth
3d34bb6ccfb2281966c891123c8a49dd9edbd167,-78.91210271,36.04027713,"north carolina",36.040115,-78.912441,1,rooftop,801,"W Carver St",Durham,NC,"Durham County",27704,US,"NC Geographic Information Coordinating Council"
91bf6bf4fec7617716df7e65768314b705927da4,-80.75420322,35.24871689,"north carolina",35.248589,-80.753998,1,rooftop,6002,"The Plz",Charlotte,NC,"Mecklenburg County",28215,US,Mecklenburg
e36bbc237fb5a7851c0313437e33eabdcb3c7fa8,-78.64170261,35.78050708,"north carolina",35.780921,-78.64135,1,rooftop,50,"N McDowell St",Raleigh,NC,"Wake County",27603,US,Wake
e310c4ae05eb5082728cbce43ec04c96634a0a05,-80.03710304,35.99917708,"north carolina",35.998965,-80.037457,1,rooftop,3025,"Ingleside Dr","High Point",NC,"Guilford County",27265,US,"NC Geographic Information Coordinating Council"
65a71e670c59847abdaa882259eb997189e2daee,-80.81090323,35.19064688,"north carolina",35.190525,-80.8117,1,rooftop,3600,"Eastover Ridge Dr",Charlotte,NC,"Mecklenburg County",28211,US,Mecklenburg
5e2a90909d89ff5f96e489bddacded8a69fa3665,-78.6159026,35.69427706,"north carolina",35.694281,-78.615872,1,rooftop,1411,"Aversboro Rd",Garner,NC,"Wake County",27529,US,"NC Geographic Information Coordinating Council"
8f0f0aac20cd43ebd99e55ddb0175119be001408,-82.55410377,35.57397689,"north carolina",35.573948,-82.554096,1,nearest_street,46,"Oakland Rd",Asheville,NC,"Buncombe County",28801,US,"TIGER/Line® dataset from the US Census Bureau"
9a8a6633d28411b44114f7c347c8d827b226bcbf,-77.88660239,35.96809715,"north carolina",35.968175,-77.886422,1,rooftop,100,"Malibu Ct","Rocky Mount",NC,"Nash County",27804,US,"NC Geographic Information Coordinating Council"
813978661d358393e821eb2d9abc6204e1523858,-81.05120331,35.25597688,"north carolina",35.255567,-81.051235,1,rooftop,195,"McAdenville Rd",Belmont,NC,"Gaston County",28012,US,Gaston
1df24d63d237f500ea1803f7761cbec9e043b28f,-78.90410265,34.9901069,"north carolina",34.990222,-78.903973,1,nearest_street,,"I 95 Business",Fayetteville,NC,"Cumberland County",28306,US,"TIGER/Line® dataset from the US Census Bureau"
732c9153d888c852f4bf34ac190c53d796b3bf4f,-80.77120322,35.21404688,"north carolina",35.213519,-80.771251,1,rooftop,4400,"Central Ave",Charlotte,NC,"Mecklenburg County",28205,US,"NC Geographic Information Coordinating Council"
51829f7f1b5a9c5aab1088bbb83752d9b6e080cb,-78.54680258,35.78572708,"north carolina",35.785979,-78.546821,1,rooftop,5233,"Anchorage Way",Raleigh,NC,"Wake County",27610,US,"NC Geographic Information Coordinating Council"
99bf470ae2cf5e2ec70ddf21d706adf4db3f8e86,-77.8617023,34.21966677,"north carolina",34.219408,-77.861497,1,rooftop,316,"Rose Ave",Wilmington,NC,"New Hanover County",28403,US,"NC Geographic Information Coordinating Council"
bc3a8dc19f027f66e1e18b9595ce6681d31c16a5,-77.8946023,34.07941673,"north carolina",34.079287,-77.895074,1,rooftop,832,Inlt,Wilmington,NC,"New Hanover County",28412,US,"NC Geographic Information Coordinating Council"
6a58d55e755ecf295a698bfeb4606147e3c67f71,-79.07450275,35.91006709,"north carolina",35.910235,-79.074452,1,rooftop,116,"W Main St",Carrboro,NC,"Orange County",27510,US,Orange
459873ff54853fed8bc3ee6bf02d9d1e3446f8af,-77.88220231,34.31165679,"north carolina",34.311654,-77.881958,1,rooftop,3202,"Belmont Cir",Wilmington,NC,"New Hanover County",28405,US,"NC Geographic Information Coordinating Council"
cbd53d9b0939c3231acf6a6ed33a3dbdbd25dbc2,-79.99290303,35.95387707,"north carolina",35.954072,-79.992752,1,rooftop,1101,"E Green Dr","High Point",NC,"Guilford County",27260,US,Guilford
8e4c88565b0bc582488b986bcb46ecad3a85a77b,-78.67920263,35.8829771,"north carolina",35.882706,-78.679522,1,rooftop,2409,"Sawmill Rd",Raleigh,NC,"Wake County",27613,US,Cary
42df14a9174febadf598605dadc089992ee25ff7,-77.92410231,34.20480676,"north carolina",34.20441,-77.924257,1,rooftop,2200,"17th St S",Wilmington,NC,"New Hanover County",28401,US,"NC Geographic Information Coordinating Council"
87acc8894c387079963f7b4cb294ac02f9430a9a,-78.9238027,35.94793711,"north carolina",35.947815,-78.923031,1,rooftop,930,"Martin Luther King Jr Pkwy",Durham,NC,"Durham County",27713,US,"NC Geographic Information Coordinating Council"
4164d09b988ced416bc1632577c9d6de4df99829,-78.89780265,34.9995269,"north carolina",34.999134,-78.897581,1,rooftop,112,"Airport Rd",Fayetteville,NC,"Cumberland County",28306,US,"NC Geographic Information Coordinating Council"
6388aaaed3eb7f78d9dc6f5aa97c1246271c9d6f,-78.94230266,35.02572691,"north carolina",35.025836,-78.942806,1,rooftop,3900,"Village Dr",Fayetteville,NC,"Cumberland County",28304,US,Cumberland
358398b89d63c7edd906b30712598af5ac32231d,-78.45770253,35.31495699,"north carolina",35.31488,-78.457674,0.99,nearest_street,9210,"State Hwy 96",Benson,NC,"Johnston County",27504,US,"TIGER/Line® dataset from the US Census Bureau"
6f3c30b20a9225874cb687f650a2e72803275cb0,-80.84310324,35.22709688,"north carolina",35.227068,-80.843151,1,rooftop,105,"S Tryon St",Charlotte,NC,"Mecklenburg County",28202,US,Mecklenburg
b398905a0ceba29e145b5eb49f955137882feb1a,-78.67300262,35.79312708,"north carolina",35.792993,-78.673328,1,rooftop,2801,"Kilgore Ave",Raleigh,NC,"Wake County",27607,US,"NC Geographic Information Coordinating Council"
d8640d7452469dae9716377e0adb843cef699fea,-80.19450306,35.38746694,"north carolina",35.387133,-80.194581,1,rooftop,1927,"52 N",Albemarle,NC,"Stanly County",28001,US,"NC Geographic Information Coordinating Council"
25a6ce335538fbe489147f0f775381512486fb7d,-78.66300256,34.62808683,"north carolina",34.627607,-78.664132,0.99,rooftop,2425,"Cromartie Rd",Elizabethtown,NC,"Bladen County",28337,US,Bladen
18c04657449ee18ff1959472a0e4fc58dc95a9b4,-79.02090273,35.90737709,"north carolina",35.907686,-79.021105,1,rooftop,1,"Rogerson Dr",Durham,NC,"Orange County",27517,US,Orange
9843a75e2138b5bd4cc46d857f27ec2143f4c901,-79.5336029,36.10033712,"north carolina",36.100264,-79.533906,1,rooftop,700,"Alamance St",Gibsonville,NC,"Alamance County",27249,US,Alamance
7e0222e7e21414cabe655772fc3ac5d6929d95f2,-78.6022026,35.76883708,"north carolina",35.768885,-78.601872,1,rooftop,2601,"Elmhurst Cir",Raleigh,NC,"Wake County",27610,US,"NC Geographic Information Coordinating Council"
339b2d6569a5007fa116a7f9bd1bde1fd7da6002,-82.45500372,35.30681684,"north carolina",35.306648,-82.45535,1,rooftop,633,"Spartanburg Hwy",Hendersonville,NC,"Henderson County",28792,US,"NC Geographic Information Coordinating Council"
1efaf917bd361c30e3270c41efa88e11aa2fb1dd,-79.05870274,35.9474871,"north carolina",35.947346,-79.058704,1,rooftop,1221,"Martin Luther King Jr Blvd","Chapel Hill",NC,"Orange County",27516,US,"NC Geographic Information Coordinating Council"
ee133c4cfb7578527b7d71e9ce512a1ab1a84290,-78.69380263,35.78922708,"north carolina",35.789449,-78.693338,1,rooftop,729,"Method Rd",Raleigh,NC,"Wake County",27607,US,Wake
b0cd21435be395693fdbde14a327f40ab8fe0097,-77.95040232,34.24311677,"north carolina",34.243249,-77.950613,1,rooftop,701,"Nutt St",Wilmington,NC,"New Hanover County",28401,US,"New Hanover"
de6d995811a280222be5408942e497e7d36b17fe,-78.67510262,35.78927708,"north carolina",35.789535,-78.675271,1,rooftop,2900,"Hillsborough St",Raleigh,NC,"Wake County",27607,US,Cary
20307b75da0bc6b57bf75bb98f6c4947a70e704c,-78.42920254,35.67907707,"north carolina",35.67912,-78.42991,1,rooftop,2975,"Covered Bridge Rd",Clayton,NC,"Johnston County",27527,US,Johnston
fbee12fe8f8201c1eae8ee767e1fe2b6ef8faa61,-80.78020322,35.25323689,"north carolina",35.252898,-80.780527,1,rooftop,426,"Eastway Dr",Charlotte,NC,"Mecklenburg County",28205,US,"NC Geographic Information Coordinating Council"
153672e6f4fad03c5e99d6021f283c9e4535c300,-77.01790208,35.09915699,"north carolina",35.099229,-77.017711,0.99,nearest_street,,"Nc 55","New Bern",NC,"Craven County",28560,US,"TIGER/Line® dataset from the US Census Bureau"
d1e0824077e9db8a66cdf6c084d961b116ac6e1f,-80.84530324,35.22565688,"north carolina",35.225653,-80.845304,1,nearest_street,100,"W 3rd St",Charlotte,NC,"Mecklenburg County",28202,US,"TIGER/Line® dataset from the US Census Bureau"
0804d254e07357e7dde8b8463da54f38d09836b7,-79.69850288,34.88593685,"north carolina",34.886292,-79.69832,1,rooftop,111,"Raleigh St",Hamlet,NC,"Richmond County",28345,US,"NC Geographic Information Coordinating Council"
764173965b8255e3327f6559f589088c5795530c,-79.44170287,36.08841712,"north carolina",36.088325,-79.441873,1,rooftop,307,"E Sixth St",Burlington,NC,"Alamance County",27215,US,"NC Geographic Information Coordinating Council"
b84c5e9b2584ee479c1a30eda4f825b42e0c7ce1,-82.54440377,35.56645689,"north carolina",35.56644,-82.544746,1,rooftop,40,"All Souls Cres",Asheville,NC,"Buncombe County",28803,US,Buncombe
09443bb431f00521bca3b8c3bca8cb84a93eaad4,-79.52010289,36.11064712,"north carolina",36.110508,-79.5201,1,rooftop,1102,"Elon Crossing Dr","Elon College",NC,"Alamance County",27244,US,Alamance
8793f116dcfdb24a228648d1ab62ecf12f39eabf,-80.2252031,36.06325708,"north carolina",36.063099,-80.225176,1,rooftop,704,"Aureole St",Winston-Salem,NC,"Forsyth County",27107,US,"NC Geographic Information Coordinating Council"
48d4f26569ab5a3a7aafa39cb7586ee0d22981c2,-78.66700262,35.78753708,"north carolina",35.787798,-78.667067,1,rooftop,2400,"Hillsborough St",Raleigh,NC,"Wake County",27607,US,"NC Geographic Information Coordinating Council"
b88379dbd5d52c1351f28bc54ac3974985e48c40,-78.80660265,35.65971705,"north carolina",35.658985,-78.805975,0.99,rooftop,4900,"Northoak Ct","Holly Springs",NC,"Wake County",27540,US,Cary
f29336e8bf6349ff442552bcce581ca06a618af5,-78.60570258,35.48488702,"north carolina",35.484758,-78.606028,0.99,nearest_street,5076,"State Rd 1309",Angier,NC,"Johnston County",27501,US,"TIGER/Line® dataset from the US Census Bureau"
87079eb30a35bdc096e358b304af0580cc05c283,-80.75230322,35.3103569,"north carolina",35.310352,-80.752255,1,rooftop,8648,"J W Clay Blvd",Charlotte,NC,"Mecklenburg County",28262,US,"NC Geographic Information Coordinating Council"
f6444c6b000fc6d2a37093533eb6b6c739238180,-78.84740268,35.95124711,"north carolina",35.951498,-78.846915,1,rooftop,3825,"Angier Ave",Durham,NC,"Durham County",27703,US,Durham
c43e9b0dd986d5ee44f3879afe41b20b3ea03333,-77.8789023,34.23136677,"north carolina",34.231073,-77.879035,1,rooftop,5006,"Randall Pkwy",Wilmington,NC,"New Hanover County",28403,US,"NC Geographic Information Coordinating Council"
8d3b571f6b0888abaca96f8fd9c085f2eabd3d50,-81.17760334,35.26550688,"north carolina",35.265784,-81.177451,1,rooftop,300,"E Long Ave",Gastonia,NC,"Gaston County",28054,US,"NC Geographic Information Coordinating Council"
af7111cfc3e71eca77727d4e6deb2bbdcacf275e,-78.36200253,35.77811709,"north carolina",35.777976,-78.36165,1,rooftop,201,"S Selma Rd",Wendell,NC,"Wake County",27591,US,Wake
78afde961199d3c1ceaf67249575493cd8705159,-77.35930222,35.74123712,"north carolina",35.741218,-77.358867,1,rooftop,5498,"11 N",Bethel,NC,"Pitt County",27812,US,"NC Geographic Information Coordinating Council"
1fdcbde8040951a246e2c2583786bccf71952ee7,-78.69360259,35.01360691,"north carolina",35.013446,-78.694091,1,rooftop,7448,"Clinton Rd",Stedman,NC,"Cumberland County",28391,US,"NC Geographic Information Coordinating Council"
09cef2d0b752c89bcfe343324ff6efdf0c83f531,-80.05720304,35.76368703,"north carolina",35.763879,-80.056728,1,rooftop,1080,"Kindley Rd",Thomasville,NC,"Davidson County",27360,US,Davidson
1439bf217e45c2ebc5113ef85986b676c9280bfe,-80.82760325,35.48880694,"north carolina",35.488734,-80.828065,1,rooftop,110,"Kimberly Rd",Davidson,NC,"Mecklenburg County",28036,US,Mecklenburg
539e13c4a158ee5626da0af8d8b867add4bcbc14,-77.8800023,34.19452676,"north carolina",34.194294,-77.880138,1,rooftop,5006,"Holly Tree Rd",Wilmington,NC,"New Hanover County",28409,US,"NC Geographic Information Coordinating Council"
3a379144fc70ead8b8bcb570577e74301b201277,-79.06730275,35.91093709,"north carolina",35.911055,-79.067479,1,rooftop,313,"E Main St",Carrboro,NC,"Orange County",27510,US,Orange
1a15c1d7ce9800d2cc6a9b20f693991bc3ab76bc,-80.27620312,36.08807709,"north carolina",36.087936,-80.275978,1,rooftop,2252,"Queen St",Winston-Salem,NC,"Forsyth County",27103,US,Forsyth
c2e4fdb13f3ae6e49f2a2b85f00ce827db4b3aa3,-80.85820324,35.11660686,"north carolina",35.116549,-80.858296,1,rooftop,8538,"Park Rd",Charlotte,NC,"Mecklenburg County",28210,US,Mecklenburg
2ce2a02985a9850f9a82cdeb60fae29081ad9993,-81.65280354,36.18722705,"north carolina",36.187498,-81.653011,1,rooftop,2888,"321 S",Boone,NC,"Watauga County",28607,US,"NC Geographic Information Coordinating Council"
3462e054df813c335458ddc07e45d8032b329e3e,-80.84340324,35.20109688,"north carolina",35.201089,-80.84337,1,rooftop,1403,"E Bv",Charlotte,NC,"Mecklenburg County",28203,US,Mecklenburg
331934a811f945bfd53cb847294b870f2b8e69ec,-77.8804023,34.18786676,"north carolina",34.18813,-77.880361,1,rooftop,3209,"Greenhowe Dr",Wilmington,NC,"New Hanover County",28409,US,"New Hanover"
f06c5a3c9b8f9520adb460882207dbfdb82f13e6,-78.56660259,35.88649711,"north carolina",35.88641,-78.565336,0.99,rooftop,7708,"Capital Blvd",Raleigh,NC,"Wake County",27616,US,Wake
6b9a9c4bcce6ff60e0f63be726c9bd28094ce0db,-78.37980256,36.3056772,"north carolina",36.305104,-78.380265,1,rooftop,2558,"Nc 39 Hwy S",Henderson,NC,"Vance County",27537,US,Vance
ffdcd8ed5b8ca40c86327bab5603995cad1edabc,-80.89110326,35.22437688,"north carolina",35.224253,-80.891431,1,rooftop,3109,"Wilkinson Bv",Charlotte,NC,"Mecklenburg County",28208,US,Mecklenburg
881ab0d211060778d8a6e6b7eb0713e09b2493ae,-78.77440265,35.79154708,"north carolina",35.791792,-78.774365,1,rooftop,8245,"Chapel Hill Rd",Cary,NC,"Wake County",27513,US,Cary
0a516bef12bf21ec343be3706ae94153ab57c7c4,-78.49770258,36.07758715,"north carolina",36.078034,-78.498652,0.99,rooftop,19,"Pergerson Pond Rd",Franklinton,NC,"Franklin County",27525,US,"NC Geographic Information Coordinating Council"
0a891b6f02b792dfda798a51cdab4144487cb96a,-79.81930296,35.67213701,"north carolina",35.672115,-79.819051,1,rooftop,527,"McDermott St",Asheboro,NC,"Randolph County",27205,US,"NC Geographic Information Coordinating Council"
c777cce6ef25c55b147c98f11209e49176be57ff,-79.05270274,35.90375709,"north carolina",35.903986,-79.052939,1,rooftop,101,"Manning Dr","Chapel Hill",NC,"Orange County",27514,US,Orange
8e7e3f611b944f12ee3ce53f024d6f5da3cc2b39,-77.15420216,35.76044713,"north carolina",35.759521,-77.154138,0.99,rooftop,2315,"Harrison Rd",Williamston,NC,"Martin County",27892,US,"NC Geographic Information Coordinating Council"
aa1d1aae9999c4a1eab870474ea5085da653f313,-78.8958027,36.03669713,"north carolina",36.036402,-78.896123,1,rooftop,3557,"N Roxboro St",Durham,NC,"Durham County",27704,US,"NC Geographic Information Coordinating Council"
2fdfc8a855a863e6c9d354c640c56da4e27ea164,-79.80700296,35.70519702,"north carolina",35.705419,-79.807097,1,rooftop,361,"Worth St",Asheboro,NC,"Randolph County",27203,US,"NC Geographic Information Coordinating Council"
387be5e4009ee01243742058c4b10d85b751162f,-77.27990214,34.70687689,"north carolina",34.707105,-77.279845,1,rooftop,1309,"Freedom Way",Hubert,NC,"Onslow County",28539,US,Onslow
c82564df1dc886690ebc6fbfeab3db92296aebc8,-78.46480257,36.09186715,"north carolina",36.091555,-78.464274,1,rooftop,15,"Cedar Hill Dr",Franklinton,NC,"Franklin County",27525,US,"NC Geographic Information Coordinating Council"
17fb094c42e1e5a1ed08278d0c474e6fe940ee3e,-77.93170232,34.22780677,"north carolina",34.227639,-77.931597,1,rooftop,701,"13th St S",Wilmington,NC,"New Hanover County",28401,US,"NC Geographic Information Coordinating Council"
f92832c2c7b59767b9483a66d56e7cc324662068,-80.47780318,36.1718071,"north carolina",36.172913,-80.478908,0.99,rooftop,2133,"Flint Hill Rd","East Bend",NC,"Yadkin County",27018,US,"NC Geographic Information Coordinating Council"
ec05739a4117274aa86667645a611a3e9c8c5adf,-78.92300269,35.78601707,"north carolina",35.786499,-78.924057,0.99,rooftop,1228,"White Oak Church Rd",Apex,NC,"Wake County",27523,US,Wake
6667b1ab8075fa0fb36593b9dbb820ff24298f7b,-79.06470274,35.90454709,"north carolina",35.904507,-79.064878,1,rooftop,700,"S Merritt Mill Rd","Chapel Hill",NC,"Orange County",27516,US,Orange
68e6c8fdb6885c34cbe62379b6d5d3604db590a6,-78.54090258,35.73687707,"north carolina",35.737077,-78.540669,1,rooftop,3225,"Marshlane Way",Raleigh,NC,"Wake County",27610,US,"NC Geographic Information Coordinating Council"
51db4c425de14cc6acd8e08ec47acac589571a5e,-80.83590325,35.34079691,"north carolina",35.341108,-80.835435,1,rooftop,8635,"Hankins Rd",Charlotte,NC,"Mecklenburg County",28269,US,Mecklenburg
0df09efb17a9c6b8ac463421215130c9b3356ad1,-77.61250227,35.242667,"north carolina",35.242599,-77.612826,1,rooftop,250,"Goodman Rd",Kinston,NC,"Lenoir County",28504,US,"NC Geographic Information Coordinating Council"
62e54c7db1d8ff117949a939dadc56ddc5410086,-78.65940262,35.79076708,"north carolina",35.790232,-78.658679,0.99,rooftop,420,"Woodburn Rd",Raleigh,NC,"Wake County",27605,US,Cary
69a9b0faa08d35e1540bb82e894eb82e93b71888,-78.0941024,34.99875693,"north carolina",34.998571,-78.09405,1,rooftop,203,W,Warsaw,NC,"Duplin County",28398,US,"NC Geographic Information Coordinating Council"
b73352463b04dae0b64e261bcfb6369c6869bbfb,-78.06460241,35.20452698,"north carolina",35.204889,-78.06493,1,rooftop,815,"N Breazeale Ave","Mount Olive",NC,"Wayne County",28365,US,Wayne
f6b151478503dd2312fd0207fc866fb5c3654903,-78.91900265,35.0127069,"north carolina",35.012572,-78.918465,1,rooftop,3261,"Natal St",Fayetteville,NC,"Cumberland County",28306,US,Cumberland
9c7758b31b9dd59b510e45cf19987711775e453d,-80.84420324,35.22641688,"north carolina",35.226348,-80.843998,1,rooftop,103,"E 4th St",Charlotte,NC,"Mecklenburg County",28202,US,"NC Geographic Information Coordinating Council"
10d3383010b8f7ff72f529542d24f122935a7d6d,-79.09820273,35.43781699,"north carolina",35.438309,-79.097644,1,rooftop,3705,"Cox Mill Rd",Sanford,NC,"Lee County",27332,US,Lee
21affaa1a119bdaf72edeae3c32d174b59b41df1,-77.94620232,34.16711675,"north carolina",34.167134,-77.945707,1,rooftop,3701,"River Rd",Wilmington,NC,"New Hanover County",28412,US,"NC Geographic Information Coordinating Council"
861d1846553abd3adf18318b2334141a44375e3d,-78.66050262,35.79930708,"north carolina",35.799056,-78.660631,1,rooftop,1111,"Oberlin Rd",Raleigh,NC,"Wake County",27605,US,Cary
8bab44f5738a68fb8a5ce2cbd45d383de7f1bd82,-80.98050328,35.12587686,"north carolina",35.126042,-80.979222,0.99,rooftop,12749,"Sam Neely Rd",Charlotte,NC,"Mecklenburg County",28273,US,Mecklenburg
b7d8566a7d6908888f30555ba2181cd223aee0fd,-77.80550228,34.21377677,"north carolina",34.213597,-77.805666,1,rooftop,334,"Causeway Dr","Wrightsville Beach",NC,"New Hanover County",28480,US,"NC Geographic Information Coordinating Council"
1624dc8a5e1be031c15c85536b56c6d5c03bb90b,-77.64650228,35.261737,"north carolina",35.261416,-77.646037,1,rooftop,4140,"W Vernon Ave",Kinston,NC,"Lenoir County",28504,US,Lenoir
